pval	log2fc(high/low)	sig_label
DERL1|79139_calculated	0.0185954465291724	0.0462116920493938	UnsigDEGs
DERL2|51009_calculated	0.170692326604865	0.0325435035606804	UnsigDEGs
DERL3|91319_calculated	0.120353925964989	0.172555276394176	UnsigDEGs
DES|1674_calculated	0.953526383734621	0.0330558528868535	UnsigDEGs
DET1|55070_calculated	0.039602365665983	0.131354045026614	UnsigDEGs
DEXI|28955_calculated	0.631061998290977	0.0209341727208762	UnsigDEGs
DFFA|1676_calculated	0.0862415631773241	0.0612991900980328	UnsigDEGs
DFFB|1677_calculated	0.915911995890017	0.00609329811304	UnsigDEGs
DFNA5|1687_calculated	0.284121740450839	0.349635579658469	UnsigDEGs
DFNB31|25861_calculated	0.534707029958668	0.207731914082965	UnsigDEGs
DFNB59|494513_calculated	0.140877034478892	0.201294119112332	UnsigDEGs
DGAT1|8694_calculated	0.0670524786918881	-0.0774525355113708	UnsigDEGs
DGAT2L6|347516_calculated	0.000601918917188625	0.912667899268344	Up
DGAT2|84649_calculated	0.460254647933296	-0.189392009319657	UnsigDEGs
DGCR11|25786_calculated	0.78020968451447	-0.0217693257258379	UnsigDEGs
DGCR14|8220_calculated	0.0831740165855571	-0.087725159359364	UnsigDEGs
DGCR2|9993_calculated	0.313689474357369	-0.0273299379025369	UnsigDEGs
DGCR5|26220_calculated	0.717005861012083	0.112559111427207	UnsigDEGs
DGCR6L|85359_calculated	0.103564633762024	-0.0841275070707426	UnsigDEGs
DGCR6|8214_calculated	0.350657835548203	-0.141268742687882	UnsigDEGs
DGCR8|54487_calculated	0.378807324416669	0.0282879990503374	UnsigDEGs
DGCR9|25787_calculated	0.547740717579626	0.159921120657994	UnsigDEGs
DGKA|1606_calculated	0.0118924499244981	-0.130032917296231	UnsigDEGs
DGKD|8527_calculated	0.000285639643057908	-0.160976057540631	Down
DGKE|8526_calculated	0.935500817806784	0.00772285943548566	UnsigDEGs
DGKG|1608_calculated	0.520863948956288	-0.0495701062893825	UnsigDEGs
DGKH|160851_calculated	0.123209118299483	0.43660963838714	UnsigDEGs
DGKQ|1609_calculated	0.33918813984885	-0.0587057641114836	UnsigDEGs
DGKZ|8525_calculated	0.00276476354363194	-0.118590933603182	Down
DGUOK|1716_calculated	0.478102257476552	-0.0181251018346853	UnsigDEGs
DHCR24|1718_calculated	0.239682825804754	-0.152434401366169	UnsigDEGs
DHCR7|1717_calculated	0.764770237601702	-0.0268637796543841	UnsigDEGs
DHDDS|79947_calculated	0.847551597196968	0.00482100605866029	UnsigDEGs
DHDH|27294_calculated	0.348327544971126	0.375668781896847	UnsigDEGs
DHFRL1|200895_calculated	0.027429965971133	0.173398594546569	UnsigDEGs
DHFR|1719_calculated	0.279695978464456	0.0802337986317112	UnsigDEGs
DHODH|1723_calculated	0.198474716880176	0.0722087896835941	UnsigDEGs
DHPS|1725_calculated	0.995862386987042	0.000137698932700216	UnsigDEGs
DHRS11|79154_calculated	0.536923036384642	0.0601983013150511	UnsigDEGs
DHRS12|79758_calculated	0.10802197019674	-0.0974867804796856	UnsigDEGs
DHRS13|147015_calculated	0.857933590637783	0.0142263465191415	UnsigDEGs
DHRS1|115817_calculated	0.193664005441513	-0.0612636893978288	UnsigDEGs
DHRS3|9249_calculated	0.798084737923061	-0.062700898531117	UnsigDEGs
DHRS4L1|728635_calculated	0.200337594723444	0.25973912288953	UnsigDEGs
DHRS4L2|317749_calculated	0.0347076651901201	-0.0762419185547673	UnsigDEGs
DHRS4|10901_calculated	0.0240263488658298	-0.084745282749848	UnsigDEGs
DHRS7B|25979_calculated	0.164695902101484	-0.0581594578883984	UnsigDEGs
DHRS7|51635_calculated	0.553562155424318	0.0109703593759011	UnsigDEGs
DHRS9|10170_calculated	0.210443398351831	-0.268762870931838	UnsigDEGs
DHRSX|207063|1of2_calculated	0.0016673638981495	0.108457308449572	Up
DHTKD1|55526_calculated	0.10935752810283	0.0848546488982086	UnsigDEGs
DHX15|1665_calculated	0.0321436062763772	0.0526585581489615	UnsigDEGs
DHX16|8449_calculated	0.0603508680438719	-0.0454273744931405	UnsigDEGs
DHX29|54505_calculated	0.234737045772269	0.0376854595314364	UnsigDEGs
DHX30|22907_calculated	0.994698777642713	-0.000210460662303163	UnsigDEGs
DHX32|55760_calculated	0.941079776771574	-0.00422654044717115	UnsigDEGs
DHX33|56919_calculated	0.0868678236004315	0.104535708771926	UnsigDEGs
DHX34|9704_calculated	0.0255535070060363	-0.0854926586391012	UnsigDEGs
DHX35|60625_calculated	0.763743849934414	-0.00973997132828483	UnsigDEGs
DHX36|170506_calculated	0.0240223003220639	0.0721908914074479	UnsigDEGs
DHX37|57647_calculated	0.35926323687146	-0.0359211898371323	UnsigDEGs
DHX38|9785_calculated	0.447944116293783	-0.0191725363811094	UnsigDEGs
DHX40P1|653645_calculated	0.833880044524618	0.0748080370407793	UnsigDEGs
DHX40|79665_calculated	0.0463841377938172	0.0589185681466458	UnsigDEGs
DHX57|90957_calculated	0.0638945408813348	0.0910588970327787	UnsigDEGs
DHX58|79132_calculated	0.541596041919968	-0.0378800954124296	UnsigDEGs
DHX8|1659_calculated	0.852503347054755	0.00413106599431094	UnsigDEGs
DHX9|1660_calculated	0.0620535521644579	0.0434366524427763	UnsigDEGs
DIABLO|56616_calculated	0.546907065626477	0.0125019576284466	UnsigDEGs
DIAPH1|1729_calculated	0.0472454440178805	-0.0464180685875848	UnsigDEGs
DIAPH2|1730_calculated	0.186370190730542	-0.0870813742761382	UnsigDEGs
DIAPH3|81624_calculated	0.175038186415846	0.157820706567496	UnsigDEGs
DICER1|23405_calculated	0.04498431593607	0.0773300712547681	UnsigDEGs
DIDO1|11083_calculated	0.63851831122002	0.0167199741036848	UnsigDEGs
DIMT1L|27292_calculated	0.01547081673775	0.0809124043403799	UnsigDEGs
DIO1|1733_calculated	0.0395254919244635	0.234317740539778	UnsigDEGs
DIP2A|23181_calculated	0.745602127848679	0.0172567396086782	UnsigDEGs
DIP2B|57609_calculated	0.0064247784178078	0.0902039178794606	Up
DIP2C|22982_calculated	0.279539299843472	0.433882945012324	UnsigDEGs
DIRAS1|148252_calculated	0.11816876292903	0.57775441384098	UnsigDEGs
DIRAS3|9077_calculated	0.959028540430689	0.0266422480549997	UnsigDEGs
DIRC2|84925_calculated	0.774377265138622	0.0220201312097591	UnsigDEGs
DIRC3|729582_calculated	0.011938790180427	-0.611938661623101	UnsigDEGs
DIS3L2|129563_calculated	0.632297548831687	0.0168128010380434	UnsigDEGs
DIS3L|115752_calculated	0.46525488321556	0.0249420490148077	UnsigDEGs
DIS3|22894_calculated	0.00312513239156174	0.104619965913403	Up
DISC1|27185_calculated	0.304668481465675	-0.0652114048923218	UnsigDEGs
DISC2|27184_calculated	0.764628064386315	-0.042717073964167	UnsigDEGs
DISP1|84976_calculated	0.0168759394486564	0.196763056776558	UnsigDEGs
DISP2|85455_calculated	0.563742878208658	0.0980854726241377	UnsigDEGs
DIXDC1|85458_calculated	0.0935572869888079	0.312730028761964	UnsigDEGs
DKC1|1736_calculated	0.0971333526992842	0.0586124569804093	UnsigDEGs
DKFZP434L187|26082_calculated	0.190170522135192	0.475820801749184	UnsigDEGs
DKFZP586I1420|222161_calculated	0.209649959895145	0.0412845067369808	UnsigDEGs
DKFZP686I15217|401232_calculated	0.83032798072529	-0.0239753464251488	UnsigDEGs
DKFZp686O24166|374383_calculated	0.0258627212226888	0.356422007071658	UnsigDEGs
DKFZp761E198|91056_calculated	0.0585919459133483	-0.133310952941493	UnsigDEGs
DKK1|22943_calculated	0.175225977699757	2.11009954699181	UnsigDEGs
DKK2|27123_calculated	0.0589914113424793	-0.839001783980263	UnsigDEGs
DKK4|27121_calculated	0.809963309548796	-0.111574117887424	UnsigDEGs
DLAT|1737_calculated	0.0114590791257541	0.0970416184531139	UnsigDEGs
DLC1|10395_calculated	0.799931887230319	0.048128852981716	UnsigDEGs
DLD|1738_calculated	0.378771497230511	0.0241553180413764	UnsigDEGs
DLEC1|9940_calculated	0.147383622457939	-0.177059358838537	UnsigDEGs
DLEU1|10301_calculated	0.158053237560929	0.08464483093832	UnsigDEGs
DLEU2L|79469_calculated	0.0112198504523138	0.360128422994732	UnsigDEGs
DLEU2|8847_calculated	0.459238731299514	0.043635263488863	UnsigDEGs
DLEU7|220107_calculated	0.0288486286966521	-0.617360977137185	UnsigDEGs
DLG1|1739_calculated	0.00154842787054043	0.105543327140776	Up
DLG3|1741_calculated	0.11953724849645	0.59808122096566	UnsigDEGs
DLG4|1742_calculated	0.673300931464057	-0.0310452697895263	UnsigDEGs
DLG5|9231_calculated	0.825500170739146	0.0305764160907122	UnsigDEGs
DLGAP2|9228_calculated	0.358580832973174	0.961377484099754	UnsigDEGs
DLGAP3|58512_calculated	0.881412217613317	-0.0529248706936906	UnsigDEGs
DLGAP4|22839_calculated	0.997490540959915	-0.000117395907697395	UnsigDEGs
DLGAP5|9787_calculated	0.851794948427709	0.0231526777842465	UnsigDEGs
DLK1|8788_calculated	0.219517342697342	1.60057132719923	UnsigDEGs
DLK2|65989_calculated	0.413845631338035	-0.0699391034448284	UnsigDEGs
DLL1|28514_calculated	0.128570176061426	0.600672910881703	UnsigDEGs
DLL4|54567_calculated	0.771701829572728	0.121218115001045	UnsigDEGs
DLST|1743_calculated	0.940428853271691	0.00142789432698823	UnsigDEGs
DLX1|1745_calculated	0.485651602984534	0.603433043172386	UnsigDEGs
DLX4|1748_calculated	0.175405312013719	0.33267661007888	UnsigDEGs
DMAP1|55929_calculated	0.761201687852419	-0.00991454095455454	UnsigDEGs
DMC1|11144_calculated	0.141702922835923	0.332864755542618	UnsigDEGs
DMD|1756_calculated	0.408629405014987	0.354709545302209	UnsigDEGs
DMPK|1760_calculated	0.828579659300409	0.0482595084411218	UnsigDEGs
DMTF1|9988_calculated	0.0321273103890704	0.0675142002637326	UnsigDEGs
DMWD|1762_calculated	0.529349103805191	0.124199252322704	UnsigDEGs
DMXL1|1657_calculated	0.111501998341147	0.0795549692150805	UnsigDEGs
DMXL2|23312_calculated	0.170544959929975	-0.131777671781657	UnsigDEGs
DNA2|1763_calculated	0.0175512958591761	0.161789387445006	UnsigDEGs
DNAH10|196385_calculated	0.15472344661351	0.548155030232277	UnsigDEGs
DNAH11|8701_calculated	0.0312158961735944	0.309187041621011	UnsigDEGs
DNAH12|201625|1of3_calculated	0.572370670690393	0.148192220967934	UnsigDEGs
DNAH12|201625|3of3_calculated	0.210152921649262	0.320490481927164	UnsigDEGs
DNAH14|127602|1of3_calculated	0.564617193058361	-0.1249036131752	UnsigDEGs
DNAH14|127602|2of3_calculated	0.295902369637744	-0.338975765979506	UnsigDEGs
DNAH14|127602|3of3_calculated	0.940402326450269	-0.0147817910567659	UnsigDEGs
DNAH1|25981_calculated	0.245444534490104	-0.0656068325756144	UnsigDEGs
DNAH2|146754_calculated	0.0774243914657117	3.1613670075923	UnsigDEGs
DNAH3|55567_calculated	0.00250576928406759	1.03599688929169	Up
DNAH6|1768|1of3_calculated	0.272235427496685	0.487569475445391	UnsigDEGs
DNAH6|1768|2of3_calculated	0.303191616367224	0.533409473859714	UnsigDEGs
DNAH6|1768|3of3_calculated	0.239756783605025	0.431869100661507	UnsigDEGs
DNAH7|56171_calculated	0.501475980336992	0.190406689002674	UnsigDEGs
DNAJA1|3301_calculated	0.213177065114445	0.0248282677774376	UnsigDEGs
DNAJA2|10294_calculated	0.489013931181416	-0.0151644002507775	UnsigDEGs
DNAJA3|9093_calculated	0.693050689782263	0.0114925806038284	UnsigDEGs
DNAJA4|55466_calculated	0.600727713164496	-0.0557206455372126	UnsigDEGs
DNAJB11|51726_calculated	0.493860145694529	-0.0154925577752541	UnsigDEGs
DNAJB12|54788_calculated	0.0129055775176642	-0.0658498729913273	UnsigDEGs
DNAJB13|374407_calculated	0.312116118306887	-0.120120219777309	UnsigDEGs
DNAJB14|79982_calculated	0.0483890861882478	0.118381453147809	UnsigDEGs
DNAJB1|3337_calculated	0.938223626114816	0.00208854806776076	UnsigDEGs
DNAJB2|3300_calculated	0.144335237612184	-0.0946751642742807	UnsigDEGs
DNAJB4|11080_calculated	0.0841285243531157	0.113056961502498	UnsigDEGs
DNAJB5|25822_calculated	0.728155052434097	-0.0601121252140466	UnsigDEGs
DNAJB6|10049_calculated	0.216378240673621	0.0393571681379365	UnsigDEGs
DNAJB7|150353_calculated	0.0082028509820257	0.217436474036751	Up
DNAJB9|4189_calculated	0.00122050676956619	0.176114808066636	Up
DNAJC10|54431_calculated	0.217586619486323	0.038456155573064	UnsigDEGs
DNAJC11|55735_calculated	0.718313368436297	0.00866973801006799	UnsigDEGs
DNAJC12|56521_calculated	0.913950990944935	-0.0241023050202501	UnsigDEGs
DNAJC13|23317_calculated	0.485791069109594	0.0269637825918394	UnsigDEGs
DNAJC14|85406_calculated	0.0308653927945251	0.0339430116014654	UnsigDEGs
DNAJC15|29103_calculated	0.4524274871193	0.0610733034748825	UnsigDEGs
DNAJC16|23341_calculated	0.0932921538734977	0.0757540173282463	UnsigDEGs
DNAJC17|55192_calculated	0.307248297263838	-0.0284405491101528	UnsigDEGs
DNAJC18|202052_calculated	0.0035990490606715	0.295512773795059	Up
DNAJC19|131118_calculated	0.0231002373295363	0.0982373529163773	UnsigDEGs
DNAJC1|64215_calculated	0.12981891859177	0.0749505950541681	UnsigDEGs
DNAJC21|134218_calculated	0.0157327288892392	0.0770776019395347	UnsigDEGs
DNAJC24|120526_calculated	0.00786277395825665	0.158544418381591	Up
DNAJC25-GNG10|552891_calculated	0.395482962132788	0.0510544208605735	UnsigDEGs
DNAJC25|548645_calculated	0.0071688393585982	0.14794717315026	Up
DNAJC27|51277_calculated	0.0888190173112863	0.101553936501295	UnsigDEGs
DNAJC28|54943_calculated	0.181710884250694	0.180774218332939	UnsigDEGs
DNAJC2|27000_calculated	0.217094006557253	0.0441953722129694	UnsigDEGs
DNAJC30|84277_calculated	0.235585999996418	0.0622503738404542	UnsigDEGs
DNAJC3|5611_calculated	0.728076272154327	0.0182004119852413	UnsigDEGs
DNAJC4|3338_calculated	0.182375947585892	-0.0509472617164812	UnsigDEGs
DNAJC5B|85479_calculated	0.198661865993312	-0.476797974337098	UnsigDEGs
DNAJC5|80331_calculated	0.00708537836854615	-0.105416815866678	Down
DNAJC6|9829_calculated	0.0872625098236273	0.407660432854539	UnsigDEGs
DNAJC7|7266_calculated	0.726031223063121	-0.00708027257282248	UnsigDEGs
DNAJC8|22826_calculated	0.934081871591906	0.0016167910535813	UnsigDEGs
DNAJC9|23234_calculated	0.485039667074321	0.0288623614362544	UnsigDEGs
DNAL1|83544_calculated	0.00257038804368914	0.275212087296723	Up
DNAL4|10126_calculated	0.359539413587497	0.0523207913205423	UnsigDEGs
DNALI1|7802_calculated	0.962791985675153	0.00627242348623531	UnsigDEGs
DNASE1L1|1774_calculated	0.000309618726972728	-0.180108091115723	Down
DNASE1L2|1775_calculated	0.994098216180954	-0.00129372046639663	UnsigDEGs
DNASE1L3|1776_calculated	0.379983585722259	0.394236690616617	UnsigDEGs
DNASE1|1773_calculated	0.516063451167149	-0.0362646726450851	UnsigDEGs
DNASE2|1777_calculated	0.725865583205253	0.0282599962053118	UnsigDEGs
DND1|373863_calculated	0.359081708338454	-0.0406342020003332	UnsigDEGs
DNHD1|144132|1of3_calculated	0.376510969824743	0.060972116115996	UnsigDEGs
DNHD1|144132|2of3_calculated	0.603338689127941	0.0373557992200233	UnsigDEGs
DNHD1|144132|3of3_calculated	0.862940739921028	0.01307525424919	UnsigDEGs
DNLZ|728489_calculated	0.507049704211549	-0.0530166659741152	UnsigDEGs
DNM1L|10059_calculated	0.0125424999681553	0.0516240704110355	UnsigDEGs
DNM1P35|100128285|1of2_calculated	0.167139349555446	0.305928290841304	UnsigDEGs
DNM1|1759_calculated	0.0147840472179305	0.434804990088871	UnsigDEGs
DNM2|1785_calculated	0.132998034427127	-0.0406885846063847	UnsigDEGs
DNM3|26052_calculated	0.0492210576297887	0.564437821497856	UnsigDEGs
DNMBP|23268_calculated	0.946559162515515	0.00433382222048598	UnsigDEGs
DNMT1|1786_calculated	0.653834349838608	0.0131519260762989	UnsigDEGs
DNMT3A|1788_calculated	0.0895107549450092	0.105199814237532	UnsigDEGs
DNMT3B|1789_calculated	0.0333306529913021	0.22249707791202	UnsigDEGs
DNMT3L|29947_calculated	0.00231630060851049	0.98627258809483	Up
DNPEP|23549_calculated	0.650324307854026	0.0114892631744236	UnsigDEGs
DNTTIP1|116092_calculated	0.0244384183144745	-0.0593810912081279	UnsigDEGs
DNTTIP2|30836_calculated	0.145828500946182	0.0443589627334127	UnsigDEGs
DNTT|1791_calculated	0.00139771620942889	1.50481346233381	Up
DOC2A|8448_calculated	0.116138763338774	0.222851571433254	UnsigDEGs
DOCK10|55619_calculated	0.0729939611281525	-0.18540048576077	UnsigDEGs
DOCK11|139818_calculated	0.576380108433392	-0.0230074456845699	UnsigDEGs
DOCK1|1793_calculated	0.0162134939858957	0.798072406170246	UnsigDEGs
DOCK2|1794_calculated	0.0881292319392916	-0.0433919592476113	UnsigDEGs
DOCK3|1795_calculated	0.0129230227472529	1.20978884828088	UnsigDEGs
DOCK4|9732_calculated	0.440481283859717	0.19170994465032	UnsigDEGs
DOCK5|80005_calculated	0.194179097621795	-0.105268135728758	UnsigDEGs
DOCK6|57572_calculated	0.514900658668071	0.209141196749667	UnsigDEGs
DOCK7|85440_calculated	0.0205190260925595	0.214496069692351	UnsigDEGs
DOCK8|81704_calculated	0.92941622581808	-0.00290006445574998	UnsigDEGs
DOCK9|23348_calculated	0.122019171387868	0.483421695010396	UnsigDEGs
DOHH|83475_calculated	0.423347245348822	0.0598982214217537	UnsigDEGs
DOK1|1796_calculated	0.029828690593503	-0.0909050830376271	UnsigDEGs
DOK2|9046_calculated	0.00165307272818924	-0.318128686154266	Down
DOK3|79930_calculated	5.54593668049285e-05	-0.175007913273043	Down
DOK4|55715_calculated	0.0756813921223946	0.296724485553032	UnsigDEGs
DOK6|220164_calculated	0.0759130835574539	1.2145188336772	UnsigDEGs
DOK7|285489_calculated	0.886546884616198	-0.0302952782293112	UnsigDEGs
DOLK|22845_calculated	0.364416005519455	0.060333864428067	UnsigDEGs
DOLPP1|57171_calculated	0.64768488573722	0.0240394693210039	UnsigDEGs
DOM3Z|1797_calculated	0.77969417949554	-0.0138487051907511	UnsigDEGs
DONSON|29980_calculated	0.374611086713821	0.0160899618358512	UnsigDEGs
DOPEY1|23033_calculated	0.216562708564875	0.0631749087848033	UnsigDEGs
DOPEY2|9980_calculated	0.498947669499252	-0.0308131175833964	UnsigDEGs
DOT1L|84444_calculated	0.0567733592648285	-0.074045763486051	UnsigDEGs
DPAGT1|1798_calculated	0.870702216695798	-0.00456439621012022	UnsigDEGs
DPCD|25911_calculated	0.877577607807014	-0.00914527455646295	UnsigDEGs
DPEP1|1800_calculated	0.550877177827606	0.214057829710383	UnsigDEGs
DPEP2|64174_calculated	0.000161477166191137	-0.210672542740496	Down
DPEP3|64180_calculated	0.846138200250158	0.0781259984250032	UnsigDEGs
DPF1|8193_calculated	0.15776504344907	0.345632373759704	UnsigDEGs
DPF2|5977_calculated	0.343698872675898	0.0202900701861003	UnsigDEGs
DPF3|8110_calculated	0.653700971388416	0.179860758133252	UnsigDEGs
DPH1|1801_calculated	0.656605245122613	-0.0153207343368313	UnsigDEGs
DPH2|1802_calculated	0.93736118520176	-0.00353570376478198	UnsigDEGs
DPH3|285381|1of2_calculated	0.505752017201915	0.0352241353083788	UnsigDEGs
DPH3|285381|2of2_calculated	0.501282217090695	0.0273076301835181	UnsigDEGs
DPH5|51611_calculated	0.223740345062414	0.0586917877341613	UnsigDEGs
DPM1|8813_calculated	0.00341231552980512	0.0705556132964866	Up
DPM2|8818_calculated	0.305014293701098	-0.0302701630589256	UnsigDEGs
DPM3|54344_calculated	0.032744128644382	-0.123124084543328	UnsigDEGs
DPP10|57628_calculated	0.0162883010856141	1.69093756524671	UnsigDEGs
DPP3|10072_calculated	0.198792953291687	-0.0387177796063727	UnsigDEGs
DPP4|1803_calculated	0.0192552335999887	0.60425043008266	UnsigDEGs
DPP7|29952_calculated	0.036288361334694	-0.0802839080344904	UnsigDEGs
DPP8|54878_calculated	0.131186377081156	0.0463778794772661	UnsigDEGs
DPP9|91039_calculated	0.117398668458875	-0.0433992815345997	UnsigDEGs
DPPA2|151871_calculated	0.102424712564714	1.48103764019981	UnsigDEGs
DPPA3|359787_calculated	0.450472216120984	0.892139705623737	UnsigDEGs
DPPA4|55211_calculated	0.14138970530883	0.662353055851345	UnsigDEGs
DPRXP4|503645_calculated	0.0239324215805151	-0.174486267413707	UnsigDEGs
DPY19L1|23333_calculated	0.773615962288247	0.0161310814581325	UnsigDEGs
DPY19L2P1|554236_calculated	0.150961692353834	0.751565609135216	UnsigDEGs
DPY19L2P2|349152_calculated	0.497629794970099	0.0895092636136657	UnsigDEGs
DPY19L2|283417_calculated	0.484899768322548	0.132906165970634	UnsigDEGs
DPY19L3|147991_calculated	0.0700472412238864	0.107789340342785	UnsigDEGs
DPY19L4|286148_calculated	0.00136443553726822	0.181284740498356	Up
DPY30|84661_calculated	0.18773579676894	0.0484014243448278	UnsigDEGs
DPYD|1806_calculated	0.676115772440488	-0.0298502114493936	UnsigDEGs
DPYSL2|1808_calculated	0.751695632699812	-0.0471967406521585	UnsigDEGs
DPYSL3|1809_calculated	0.0845297802203832	0.496158368410975	UnsigDEGs
DPYSL4|10570_calculated	0.189283837253668	0.391433814421066	UnsigDEGs
DQX1|165545_calculated	0.00197674406695024	0.562062896249735	Up
DR1|1810_calculated	0.0106904613319805	0.0655772706186846	UnsigDEGs
DRAM1|55332_calculated	0.660514709102585	-0.0327004763935878	UnsigDEGs
DRAM2|128338_calculated	0.976334770688732	0.000796143467267971	UnsigDEGs
DRAP1|10589_calculated	0.431804701756677	-0.0248608000409671	UnsigDEGs
DRD4|1815_calculated	0.533584355708151	-0.106988701811784	UnsigDEGs
DRD5|1816_calculated	0.291760731828245	-0.335338005101373	UnsigDEGs
DRG1|4733_calculated	0.118811003957014	0.0299020235211072	UnsigDEGs
DRG2|1819_calculated	0.160327951440083	-0.0369750335676916	UnsigDEGs
DROSHA|29102_calculated	0.061466225439169	0.0643779789226459	UnsigDEGs
DRP2|1821_calculated	0.122882898714965	0.528313266717108	UnsigDEGs
DSC2|1824_calculated	0.340519401278137	0.28248054175048	UnsigDEGs
DSCC1|79075_calculated	0.155365011427138	0.125902730185471	UnsigDEGs
DSCR3|10311_calculated	0.368411473134645	0.0200319014147803	UnsigDEGs
DSCR6|53820_calculated	0.889312038465313	0.0971769361423272	UnsigDEGs
DSCR9|257203_calculated	0.0573367176026945	0.392774323033734	UnsigDEGs
DSEL|92126_calculated	0.00861530523817556	1.38409273471275	Up
DSE|29940_calculated	2.86873078750444e-07	0.445721455352013	Up
DSG2|1829_calculated	0.260435157788838	0.630484490791816	UnsigDEGs
DSN1|79980_calculated	0.363499996747228	0.0364783669766283	UnsigDEGs
DSTN|11034_calculated	0.0613750709077864	0.0841196584098809	UnsigDEGs
DSTYK|25778_calculated	0.684855553091113	-0.0156079724663094	UnsigDEGs
DST|667_calculated	0.000278209120535331	0.836995199948721	Up
DTD1|92675_calculated	0.903083571572151	-0.00695979315228943	UnsigDEGs
DTHD1|401124_calculated	0.142864324332451	0.51891598288943	UnsigDEGs
DTL|51514_calculated	0.298992836261684	0.0798611179508072	UnsigDEGs
DTNA|1837_calculated	0.708338477981851	-0.145375294356241	UnsigDEGs
DTNBP1|84062_calculated	0.0653352156182159	0.0529593568841807	UnsigDEGs
DTNB|1838_calculated	0.0416089412997609	0.150284303159225	UnsigDEGs
DTWD1|56986_calculated	0.0008837680949827	0.135924689907384	Up
DTWD2|285605_calculated	0.198826399790405	0.129550536282387	UnsigDEGs
DTX1|1840_calculated	0.294613160916565	0.352464784544425	UnsigDEGs
DTX2|113878_calculated	0.056057633804915	-0.0937556888064831	UnsigDEGs
DTX3L|151636_calculated	0.242000007958067	0.0552610082372665	UnsigDEGs
DTX3|196403_calculated	0.256054657194074	0.321538495343629	UnsigDEGs
DTX4|23220_calculated	0.0477483529252433	-0.395334389175536	UnsigDEGs
DTYMK|1841_calculated	0.912820367263806	-0.00462896151132	UnsigDEGs
DUOX1|53905_calculated	0.183570312299828	0.190274606381516	UnsigDEGs
DUOXA1|90527_calculated	0.901674824385996	0.0867986622884682	UnsigDEGs
DUS1L|64118_calculated	0.0883172302670255	-0.0524756928307123	UnsigDEGs
DUS2L|54920_calculated	0.000248513149043217	-0.134959169527226	Down
DUS3L|56931_calculated	0.259982145349221	-0.0588745563756773	UnsigDEGs
DUS4L|11062_calculated	0.0527874449306118	0.12280209570155	UnsigDEGs
DUSP10|11221_calculated	0.57672136490901	0.0375105630841032	UnsigDEGs
DUSP11|8446_calculated	0.0263981832834336	0.0818894520957445	UnsigDEGs
DUSP12|11266_calculated	0.0690166062096292	0.0451215987464571	UnsigDEGs
DUSP14|11072_calculated	0.0590137309053464	0.186730791695521	UnsigDEGs
DUSP15|128853_calculated	0.333904189995163	0.559322385074918	UnsigDEGs
DUSP16|80824_calculated	0.279001240016329	0.0971830981609375	UnsigDEGs
DUSP18|150290_calculated	0.739182209880047	-0.01815986838717	UnsigDEGs
DUSP19|142679_calculated	0.0181045604246874	0.45551203781164	UnsigDEGs
DUSP1|1843_calculated	0.0484335182310947	-0.103486594535169	UnsigDEGs
DUSP22|56940_calculated	0.138617894364157	-0.0501078260997831	UnsigDEGs
DUSP23|54935_calculated	0.109819746608574	-0.0869544484653754	UnsigDEGs
DUSP27|92235_calculated	0.851330798050194	0.0958368714675039	UnsigDEGs
DUSP28|285193_calculated	0.269429557595265	0.0427023725018981	UnsigDEGs
DUSP2|1844_calculated	0.869505859935732	-0.0145435659082827	UnsigDEGs
DUSP3|1845_calculated	0.189905860492706	0.056158806315695	UnsigDEGs
DUSP4|1846_calculated	0.113231368537853	0.880956612572571	UnsigDEGs
DUSP5P|574029_calculated	0.874694485741374	-0.0591281395200318	UnsigDEGs
DUSP5|1847_calculated	0.0182035388844687	0.333412471453314	UnsigDEGs
DUSP6|1848_calculated	0.197046776023045	-0.0915296105872008	UnsigDEGs
DUSP7|1849_calculated	0.4892376469466	0.0464629142436472	UnsigDEGs
DUSP8|1850_calculated	0.590071020456025	-0.276354829551091	UnsigDEGs
DUT|1854_calculated	0.0407278061184359	0.0787669300697282	UnsigDEGs
DVL1|1855_calculated	0.197973154370735	-0.0832497249283148	UnsigDEGs
DVL2|1856_calculated	0.606335735602971	0.0230151007133518	UnsigDEGs
DVL3|1857_calculated	0.780040910145094	-0.00826035642317773	UnsigDEGs
DYM|54808_calculated	0.044405284685131	0.0542006040514428	UnsigDEGs
DYNC1H1|1778_calculated	0.670033399266244	0.0140569397769708	UnsigDEGs
DYNC1I1|1780_calculated	0.366667531346735	0.516842728590029	UnsigDEGs
DYNC1I2|1781_calculated	0.362715194825286	0.0272107482652798	UnsigDEGs
DYNC1LI1|51143_calculated	0.0173076016972173	0.0483558807363458	UnsigDEGs
DYNC1LI2|1783_calculated	0.51032379556478	0.0185546658440248	UnsigDEGs
DYNC2H1|79659_calculated	0.875724371857982	0.0323985541684368	UnsigDEGs
DYNC2LI1|51626_calculated	0.30601206073304	0.104505749905574	UnsigDEGs
DYNLL1|8655_calculated	0.394221235077149	0.0263028593212206	UnsigDEGs
DYNLL2|140735_calculated	0.0882758722988222	0.0433835993877254	UnsigDEGs
DYNLRB1|83658_calculated	0.273712655747882	-0.0348876108727117	UnsigDEGs
DYNLRB2|83657_calculated	0.042343722661663	0.608880824547488	UnsigDEGs
DYNLT1|6993_calculated	0.0586379365974446	0.0741600255186765	UnsigDEGs
