pval	log2fc(high/low)	sig_label
ABHD13|84945_calculated	0.101966450986358	0.0575465133382598	UnsigDEGs
ABHD14A|25864_calculated	0.105005519093194	-0.105715041679003	UnsigDEGs
ABHD14B|84836_calculated	0.698523205041365	-0.0115387609749183	UnsigDEGs
ABHD15|116236_calculated	0.330780055726871	-0.0473906875213166	UnsigDEGs
ABHD1|84696_calculated	0.497474074505846	0.0819874037635598	UnsigDEGs
ABHD2|11057_calculated	0.562691737116362	-0.0203284097930011	UnsigDEGs
ABHD3|171586_calculated	0.401137667044872	0.0325020814578084	UnsigDEGs
ABHD4|63874_calculated	0.932678356640874	0.00457275051924297	UnsigDEGs
ABHD5|51099_calculated	0.277212028674716	-0.0642350769063403	UnsigDEGs
ABHD6|57406_calculated	0.405283987707645	-0.103789681311244	UnsigDEGs
ABHD8|79575_calculated	0.00392219110787543	-0.162930860753875	Down
ABI1|10006_calculated	0.0039946969227527	0.0475022909323341	Up
ABI2|10152_calculated	0.00226622837807429	0.334394426102728	Up
ABI3BP|25890_calculated	0.0755022245357759	0.728510709244846	UnsigDEGs
ABI3|51225_calculated	0.0173495337582293	-0.427748434180782	UnsigDEGs
ABL1|25_calculated	0.887153722705214	-0.00487587985396636	UnsigDEGs
ABL2|27_calculated	0.0031326603929632	0.140266244583753	Up
ABLIM1|3983_calculated	0.387852846300689	0.132940072193702	UnsigDEGs
ABLIM3|22885_calculated	0.66040754591148	-0.283359384503771	UnsigDEGs
ABO|28_calculated	0.736047014301135	0.0939509819997676	UnsigDEGs
ABP1|26_calculated	0.703595552354217	-0.142748043064785	UnsigDEGs
ABRA|137735_calculated	0.66274089718402	-0.100174694170079	UnsigDEGs
ABR|29_calculated	0.0409734497869297	-0.113494057664524	UnsigDEGs
ABT1|29777_calculated	0.746887062771955	0.00658399104212684	UnsigDEGs
ABTB1|80325_calculated	0.000697400586827299	-0.164367895391251	Down
ABTB2|25841_calculated	0.457619599278372	0.109522161446927	UnsigDEGs
ACAA1|30_calculated	0.0169336095982115	-0.0753533419738993	UnsigDEGs
ACAA2|10449_calculated	0.615537706251682	-0.0263254685971422	UnsigDEGs
ACACA|31_calculated	0.225220902590611	0.065975164451113	UnsigDEGs
ACACB|32_calculated	0.294379064095435	-0.108644199292364	UnsigDEGs
ACAD10|80724_calculated	0.351761446142572	0.0329230484001803	UnsigDEGs
ACAD11|84129_calculated	0.167054348368922	0.0840948864172511	UnsigDEGs
ACAD8|27034_calculated	0.582347495503483	-0.0220480853148587	UnsigDEGs
ACAD9|28976_calculated	0.633231005969285	-0.017111628254028	UnsigDEGs
ACADM|34_calculated	0.0610657768381884	0.0701122780601311	UnsigDEGs
ACADSB|36_calculated	0.0766936758850772	0.104903570360695	UnsigDEGs
ACADS|35_calculated	0.0198661319232146	-0.124956274560503	UnsigDEGs
ACADVL|37_calculated	0.0306685941134768	-0.058918816078924	UnsigDEGs
ACAP1|9744_calculated	0.100451759893955	-0.054105415288436	UnsigDEGs
ACAP2|23527_calculated	0.464354448055137	0.021189222377551	UnsigDEGs
ACAP3|116983_calculated	0.0660578489893844	-0.106519190911679	UnsigDEGs
ACAT1|38_calculated	0.343959201481963	-0.0526167293978581	UnsigDEGs
ACAT2|39_calculated	0.420397379942482	0.0232848963521345	UnsigDEGs
ACBD3|64746_calculated	0.00480807299146628	0.0691912548260824	Up
ACBD4|79777_calculated	0.0452396846790516	-0.10674266754102	UnsigDEGs
ACBD5|91452_calculated	0.24361327604316	0.030966647683693	UnsigDEGs
ACBD6|84320_calculated	0.297941367304321	0.0303144652872164	UnsigDEGs
ACBD7|414149_calculated	0.000528220944947588	1.06014982780304	Up
ACCN2|41_calculated	0.793790831715238	0.0934013840302212	UnsigDEGs
ACCN3|9311_calculated	0.0755704904584001	0.44156368398583	UnsigDEGs
ACCS|84680_calculated	0.0925271280366007	-0.129012608496423	UnsigDEGs
ACD|65057_calculated	0.29939894206473	-0.0472222478489495	UnsigDEGs
ACER1|125981_calculated	0.0376232947176973	0.600589917866981	UnsigDEGs
ACER2|340485_calculated	0.00122992806898325	0.449784588002791	Up
ACER3|55331_calculated	0.53270529501904	-0.0335591624529074	UnsigDEGs
ACE|1636_calculated	0.0807645728667556	-0.604902510314055	UnsigDEGs
ACHE|43_calculated	0.923078412560427	0.0446159401928012	UnsigDEGs
ACIN1|22985_calculated	0.227614724680217	0.0214006880585111	UnsigDEGs
ACLY|47_calculated	0.669969678516503	-0.00804897808876992	UnsigDEGs
ACMSD|130013_calculated	0.141984067125641	0.287692939274549	UnsigDEGs
ACN9|57001_calculated	0.067042126901228	0.100336822931604	UnsigDEGs
ACO1|48_calculated	0.00249778871033656	0.161179687099073	Up
ACO2|50_calculated	0.0186213182272657	-0.0476468030798083	UnsigDEGs
ACOT11|26027_calculated	0.812884823121425	-0.0288227980383766	UnsigDEGs
ACOT13|55856_calculated	0.316598593906384	0.0441220457431059	UnsigDEGs
ACOT1|641371_calculated	0.203257477889694	-0.270973371213187	UnsigDEGs
ACOT2|10965_calculated	0.698313598203513	0.0333157429940299	UnsigDEGs
ACOT4|122970_calculated	0.792351769312502	0.057139349544039	UnsigDEGs
ACOT6|641372_calculated	0.0135802055005326	0.77125874755759	UnsigDEGs
ACOT7|11332_calculated	0.984228498278387	-0.00150480191927665	UnsigDEGs
ACOT8|10005_calculated	0.0826982409896856	-0.0528833892332893	UnsigDEGs
ACOT9|23597_calculated	0.110340354684033	-0.0595196910767718	UnsigDEGs
ACOX1|51_calculated	0.418104274435402	0.0238178694294126	UnsigDEGs
ACOX2|8309_calculated	0.0804997019292244	-0.623784407571128	UnsigDEGs
ACOX3|8310_calculated	0.963693483303643	-0.00197692263594121	UnsigDEGs
ACP1|52_calculated	0.00862323161385676	0.058508245143626	Up
ACP2|53_calculated	0.134994229726308	-0.0849367980245803	UnsigDEGs
ACP5|54_calculated	0.0237748847005704	0.310719886291921	UnsigDEGs
ACP6|51205_calculated	0.447346346894987	0.117656427336208	UnsigDEGs
ACPL2|92370_calculated	0.0577558290098439	0.276024754455931	UnsigDEGs
ACPP|55_calculated	0.215199063784735	-0.166843788714815	UnsigDEGs
ACPT|93650_calculated	0.360653756346145	0.147417416614181	UnsigDEGs
ACRBP|84519_calculated	0.448816942458868	-0.0483703230689682	UnsigDEGs
ACRC|93953_calculated	0.318923591080155	0.0869171329185622	UnsigDEGs
ACRV1|56_calculated	0.243967538892659	0.185752729511618	UnsigDEGs
ACR|49_calculated	0.766951233920372	0.146068431159934	UnsigDEGs
ACSBG1|23205_calculated	0.666872813203191	0.188535162920031	UnsigDEGs
ACSBG2|81616_calculated	0.138498610369254	0.236317676017362	UnsigDEGs
ACSF2|80221_calculated	0.525187284399488	-0.0406970363794933	UnsigDEGs
ACSF3|197322_calculated	0.732108290327013	-0.011129403306936	UnsigDEGs
ACSL1|2180_calculated	0.0500530907190427	-0.179252779917431	UnsigDEGs
ACSL3|2181_calculated	0.126347596005915	0.0797866319300595	UnsigDEGs
ACSL4|2182_calculated	0.406524461140105	-0.02715712265057	UnsigDEGs
ACSL5|51703_calculated	0.556599886124813	0.0171861904447704	UnsigDEGs
ACSL6|23305_calculated	0.885564541918609	-0.0593137130575429	UnsigDEGs
ACSM1|116285_calculated	0.0214289265076563	0.609468920356521	UnsigDEGs
ACSM3|6296_calculated	0.028052673180022	0.263694662635439	UnsigDEGs
ACSS1|84532_calculated	0.292880379915459	0.0404214485325876	UnsigDEGs
ACSS2|55902_calculated	0.609864579625034	-0.0346251088759159	UnsigDEGs
ACTA1|58_calculated	0.368568265977116	-0.322360743284971	UnsigDEGs
ACTA2|59_calculated	0.21143823445597	-0.0821776368962332	UnsigDEGs
ACTB|60_calculated	0.0416389913633682	-0.0388157408764321	UnsigDEGs
ACTG1|71_calculated	0.0553725550615097	-0.0455742247723836	UnsigDEGs
ACTL6A|86_calculated	0.0202011313580724	0.0822271505328983	UnsigDEGs
ACTL6B|51412_calculated	0.64871871047623	0.186379008502558	UnsigDEGs
ACTL7A|10881_calculated	0.826952812623345	0.109026559874459	UnsigDEGs
ACTN1|87_calculated	0.849278358777005	0.00782752846010903	UnsigDEGs
ACTN4|81_calculated	0.0813919789842645	-0.0294583826582902	UnsigDEGs
ACTR10|55860_calculated	0.03415604254588	0.052915199209366	UnsigDEGs
ACTR1A|10121_calculated	0.00899628158739865	-0.0495735679872511	Down
ACTR1B|10120_calculated	0.395594612497912	-0.0232810330738802	UnsigDEGs
ACTR2|10097_calculated	0.838774694992882	-0.00599651167791635	UnsigDEGs
ACTR3B|57180_calculated	0.537667040696566	0.0506595924624461	UnsigDEGs
ACTR3|10096_calculated	0.529881203209726	-0.0133173221611159	UnsigDEGs
ACTR5|79913_calculated	0.147347107577601	0.0672665190983652	UnsigDEGs
ACTR6|64431_calculated	0.00557356488533962	0.106453070250401	Up
ACTR8|93973_calculated	0.203493052777831	0.0487530058958766	UnsigDEGs
ACVR1B|91_calculated	0.0243934758995055	-0.174843154771698	UnsigDEGs
ACVR1|90_calculated	0.0100403357058261	0.142905728677066	UnsigDEGs
ACVR2A|92_calculated	0.189383640934642	0.180852331663656	UnsigDEGs
ACVR2B|93_calculated	0.0405960319879669	0.548778590850437	UnsigDEGs
ACVRL1|94_calculated	0.355516044533886	0.311017674218431	UnsigDEGs
ACY1|95_calculated	0.429814679858158	-0.0408877225538947	UnsigDEGs
ACY3|91703_calculated	0.697736933580742	-0.0895976666704993	UnsigDEGs
ACYP1|97_calculated	0.0903817135651129	0.0865245266996748	UnsigDEGs
ACYP2|98_calculated	0.248093149783334	0.0725499633855201	UnsigDEGs
ADAL|161823_calculated	0.0609656883638002	0.167767760717065	UnsigDEGs
ADAM10|102_calculated	0.588264716439976	0.021150489355471	UnsigDEGs
ADAM11|4185_calculated	0.590417214828021	0.11394609814217	UnsigDEGs
ADAM12|8038|1of2_calculated	0.416079066948479	0.217718626486124	UnsigDEGs
ADAM12|8038|2of2_calculated	0.180162964671553	0.383229050898328	UnsigDEGs
ADAM15|8751_calculated	0.00508114467188325	-0.143893952863267	Down
ADAM17|6868_calculated	0.690392533613665	-0.0175870720258999	UnsigDEGs
ADAM19|8728_calculated	0.979115681228701	-0.00449655370789185	UnsigDEGs
ADAM20|8748_calculated	0.392909927369674	0.199484573562381	UnsigDEGs
ADAM21|8747_calculated	0.0674210838471256	0.57335641141788	UnsigDEGs
ADAM22|53616_calculated	0.00157369915641787	0.861600169792658	Up
ADAM23|8745_calculated	0.743234333400561	-0.159315185857125	UnsigDEGs
ADAM28|10863_calculated	0.202672462496649	0.0932544457007596	UnsigDEGs
ADAM32|203102_calculated	0.461404695764718	0.374618166915382	UnsigDEGs
ADAM6|8755_calculated	0.311863628350841	0.115044891660279	UnsigDEGs
ADAM8|101_calculated	0.000398480845027159	-0.363523986605638	Down
ADAM9|8754_calculated	0.205873485043596	-0.178495588665765	UnsigDEGs
ADAMDEC1|27299_calculated	0.0416679639362409	-0.741899253945347	UnsigDEGs
ADAMTS10|81794_calculated	0.501785331736696	0.176068259490677	UnsigDEGs
ADAMTS13|11093_calculated	0.266798536952028	0.17177262003584	UnsigDEGs
ADAMTS14|140766_calculated	0.0904462264288738	0.527102833585526	UnsigDEGs
ADAMTS17|170691_calculated	0.108403955282588	0.4483037926185	UnsigDEGs
ADAMTS18|170692_calculated	0.702279044484671	-0.309799083014884	UnsigDEGs
ADAMTS1|9510_calculated	0.0543816627353832	1.01672605978217	UnsigDEGs
ADAMTS2|9509_calculated	0.0486327697588833	-0.93833669833618	UnsigDEGs
ADAMTS3|9508_calculated	0.646946118879347	0.278836782469793	UnsigDEGs
ADAMTS4|9507_calculated	0.143593470045542	0.90241159419589	UnsigDEGs
ADAMTS5|11096_calculated	0.0102479267715285	-1.2116510853769	UnsigDEGs
ADAMTS6|11174_calculated	0.70845373866784	0.111846333931011	UnsigDEGs
ADAMTS7|11173_calculated	0.0994890636005562	0.886109896149568	UnsigDEGs
ADAMTS9|56999_calculated	0.0667566437094567	1.38640370212637	UnsigDEGs
ADAMTSL2|9719_calculated	0.692871971453769	0.188839199509251	UnsigDEGs
ADAMTSL4|54507_calculated	0.651594749257821	-0.0456193028254726	UnsigDEGs
ADAMTSL5|339366_calculated	0.190100493200223	-0.512861996306767	UnsigDEGs
ADAP1|11033_calculated	0.00423456907116778	-0.278310772711551	Down
ADAP2|55803_calculated	0.00917686159514247	-0.472294560504956	Down
ADARB1|104_calculated	0.0542554766186907	0.152830658113043	UnsigDEGs
ADARB2|105_calculated	0.00206195413461432	1.36652977375758	Up
ADAR|103_calculated	0.255062247269621	0.020590068707225	UnsigDEGs
ADAT1|23536_calculated	0.71946354691933	0.0124561292362253	UnsigDEGs
ADAT2|134637_calculated	0.975939052338861	0.00224069959609124	UnsigDEGs
ADAT3|113179_calculated	0.302348856453675	-0.0952172416060054	UnsigDEGs
ADA|100_calculated	0.026630681537278	0.170989360113763	UnsigDEGs
ADCK1|57143_calculated	0.0723247676413065	-0.0928636179567352	UnsigDEGs
ADCK2|90956_calculated	0.690659988879127	0.0199391868810736	UnsigDEGs
ADCK3|56997_calculated	0.81894124122145	-0.00955808497693231	UnsigDEGs
ADCK4|79934_calculated	0.282749943996388	-0.0451825255581744	UnsigDEGs
ADCK5|203054_calculated	0.353014212822248	-0.0740547360143642	UnsigDEGs
ADCY10|55811_calculated	0.70096874733993	0.168095044596745	UnsigDEGs
ADCY1|107_calculated	0.0331800166715973	1.01446363478878	UnsigDEGs
ADCY2|108_calculated	0.123642322524711	0.695722317457874	UnsigDEGs
ADCY3|109_calculated	0.314083874212888	-0.0727045779420219	UnsigDEGs
ADCY4|196883_calculated	0.0737718727796963	-0.261135339931587	UnsigDEGs
ADCY6|112_calculated	0.000657547931121003	0.700652177059377	Up
ADCY7|113_calculated	0.0248771714389708	-0.0982834962761058	UnsigDEGs
ADCY9|115_calculated	0.805758599472489	0.040609432183521	UnsigDEGs
ADC|113451_calculated	0.00651662866534179	0.793481786058272	Up
ADD1|118_calculated	0.692263257722016	-0.00604838054719568	UnsigDEGs
ADD2|119_calculated	0.445095770135978	-0.212155423563798	UnsigDEGs
ADD3|120_calculated	0.797618139055517	-0.010956876532512	UnsigDEGs
ADH1A|124_calculated	0.174406960052655	0.763555295150512	UnsigDEGs
ADH4|127_calculated	0.226890852843872	0.61576169385615	UnsigDEGs
ADH5|128_calculated	0.00419595000465197	0.0710142069817814	Up
ADH6|130_calculated	0.0720634721655467	0.719835058201719	UnsigDEGs
ADHFE1|137872_calculated	0.929218525689846	-0.00659979491761737	UnsigDEGs
ADI1|55256_calculated	0.500279272132212	-0.0215882856166754	UnsigDEGs
ADIPOQ|9370_calculated	0.0406650569253472	2.15539273921861	UnsigDEGs
ADIPOR1|51094_calculated	0.569644601449115	-0.013145977904583	UnsigDEGs
ADIPOR2|79602_calculated	0.242300648979894	0.0277874267622934	UnsigDEGs
ADK|132_calculated	0.224017189843699	0.0466914053247593	UnsigDEGs
ADM2|79924_calculated	0.0268950414150335	0.692537189593959	UnsigDEGs
ADM|133_calculated	0.84073805394256	-0.065831295245798	UnsigDEGs
ADNP2|22850_calculated	0.214818154094444	0.0476286258937228	UnsigDEGs
ADNP|23394_calculated	0.0507989049077985	0.0595429070450568	UnsigDEGs
ADORA2A|135_calculated	0.605517420202629	-0.0559843756971499	UnsigDEGs
ADORA2B|136_calculated	0.628571841167333	0.0595521850528364	UnsigDEGs
ADORA3|140_calculated	0.2392375789897	-0.308076675226111	UnsigDEGs
ADO|84890_calculated	0.0839300882720463	0.0699682378229466	UnsigDEGs
ADPGK|83440_calculated	0.0381894251982884	-0.0413440470579813	UnsigDEGs
ADPRHL1|113622_calculated	0.404394450189974	0.16043241169548	UnsigDEGs
ADPRHL2|54936_calculated	0.923084891075877	0.00310411834862431	UnsigDEGs
ADPRH|141_calculated	0.107604961599688	-0.184562973591498	UnsigDEGs
ADRA1D|146_calculated	0.55403452346705	0.499457501510213	UnsigDEGs
ADRA2A|150_calculated	0.262931221087799	0.490087261040022	UnsigDEGs
ADRA2C|152_calculated	0.0834680095211004	-1.18998170734298	UnsigDEGs
ADRB1|153_calculated	0.381436977649601	-0.222301105303588	UnsigDEGs
ADRB2|154_calculated	0.411760353527882	-0.0852492348323483	UnsigDEGs
ADRBK1|156_calculated	0.00209483243876465	-0.0769538730309833	Down
ADRBK2|157_calculated	0.0819786832958636	-0.108970369247871	UnsigDEGs
ADRM1|11047_calculated	0.000431279898095705	-0.150829621257017	Down
ADSL|158_calculated	0.612694086877507	0.0131402790195328	UnsigDEGs
ADSSL1|122622_calculated	0.981134438068488	-0.00404057813515831	UnsigDEGs
ADSS|159_calculated	0.0337349728515567	0.056772323344289	UnsigDEGs
AEBP1|165_calculated	0.0778306139729299	0.306711719795367	UnsigDEGs
AEBP2|121536_calculated	0.013417828615225	0.0964051848472848	UnsigDEGs
AEN|64782_calculated	0.78163405588871	0.012982590422356	UnsigDEGs
AES|166_calculated	0.104548462770984	-0.0482779796391861	UnsigDEGs
AFAP1-AS|84740_calculated	0.774294087914865	0.118804138040259	UnsigDEGs
AFAP1L1|134265_calculated	0.566207673732741	0.325964882088976	UnsigDEGs
AFAP1L2|84632_calculated	0.246406583203723	0.364138539981358	UnsigDEGs
AFAP1|60312_calculated	0.424336930767648	0.317374767300968	UnsigDEGs
AFF1|4299_calculated	0.121417152465283	0.0615420167136044	UnsigDEGs
AFF2|2334_calculated	0.482749418986215	-0.16034043769842	UnsigDEGs
AFF3|3899_calculated	0.605270431303851	0.0765991299727153	UnsigDEGs
AFF4|27125_calculated	0.036164158956014	0.0678074152275886	UnsigDEGs
AFG3L1P|172_calculated	0.547406716121657	0.0270607577336521	UnsigDEGs
AFG3L2|10939_calculated	0.850685619561087	-0.00536123641253979	UnsigDEGs
AFMID|125061_calculated	0.356069462246249	0.0549114293946008	UnsigDEGs
AFTPH|54812_calculated	0.840938563125089	-0.00508242810237685	UnsigDEGs
AGAP11|119385_calculated	0.897465463831127	0.0275293135244651	UnsigDEGs
AGAP1|116987_calculated	0.104803980531705	0.750706498964548	UnsigDEGs
AGAP2|116986_calculated	0.840482909204001	-0.0106884426235059	UnsigDEGs
AGAP3|116988_calculated	0.0420671897725488	-0.270333262194931	UnsigDEGs
AGAP4|119016_calculated	0.520384503604207	-0.103282411939219	UnsigDEGs
AGAP5|729092_calculated	0.0725574443417048	0.102234212255448	UnsigDEGs
AGAP6|414189_calculated	0.730922210032957	0.0163161216603025	UnsigDEGs
AGAP7|653268_calculated	0.0680560054428109	0.526509586358396	UnsigDEGs
AGAP8|728404_calculated	0.114895556580579	0.2682193438834	UnsigDEGs
