pval	log2fc(high/low)
CAPS2|84698_calculated	0.00127725108512428	0.768003800667168
CAPZB|832_calculated	0.00316140470794012	-0.0587248473590389
CARD10|29775_calculated	0.00841381143922341	-0.128789758774659
CARD9|64170_calculated	0.000399541432485216	-0.288378670668214
CASC4|113201_calculated	0.00813654524545478	0.0700844833002261
CASD1|64921_calculated	0.000534817853363511	0.200562816743352
CASKIN2|57513_calculated	0.00267906971718927	0.65845029325051
CATSPER1|117144_calculated	0.000297961370381435	-0.751417478805346
CBR4|84869_calculated	0.00424542451856525	0.131302985190208
CCBL2|56267_calculated	0.00103635734517919	0.0973618515478968
CCDC111|201973_calculated	0.00752439035347318	0.117659604125268
CCDC117|150275_calculated	0.00330768990299035	0.10134035804942
CCDC122|160857_calculated	0.00506140638027242	0.438118750366979
CCDC124|115098_calculated	0.00714402779701168	-0.112018063881759
CCDC152|100129792_calculated	0.00879911786664707	0.428146154255419
CCDC153|283152_calculated	0.00635231485966753	-0.398792824341822
CCDC22|28952_calculated	2.40714254358976e-05	-0.144561746511367
CCDC39|339829_calculated	0.00484194389184427	0.367084034023988
CCDC46|201134_calculated	0.000578131922583432	1.62139258370878
CCDC65|85478_calculated	0.00170985944600826	0.316329567613339
CCDC76|54482_calculated	0.00660658421365067	0.151912227019787
CCDC81|60494_calculated	0.00865835150131565	0.452514124978799
CCDC82|79780_calculated	0.000771122577776414	0.136101489009791
CCDC88B|283234_calculated	0.000180918184943063	-0.236013940154361
CCL23|6368_calculated	0.000226473819678544	-0.667882758292644
CCNC|892_calculated	0.00136821013193462	0.105684018880394
CCND2|894_calculated	0.00564527790567817	0.250549113716825
CCNG1|900_calculated	0.00597451899594046	0.104848823183174
CCNI|10983_calculated	0.0015232317356741	0.0412742271078285
CCNJL|79616_calculated	0.00221605973713801	1.42310611182392
CCNJ|54619_calculated	0.0003202877171293	0.189796825881487
CCR6|1235_calculated	0.00489536479253421	0.199614621910112
CD109|135228_calculated	0.00428331098553178	0.871743409792864
CD300C|10871_calculated	0.000133576155944547	-0.566032072184899
CD300LB|124599_calculated	0.000223992144462201	-0.660186647504434
CD37|951_calculated	0.00541971907697352	-0.0852858807639458
CD47|961_calculated	0.00850055426591548	0.100415254450722
CD59|966_calculated	0.00628229994425056	0.354683471896771
CD68|968_calculated	0.00209119766923775	-0.272122289758074
CD83|9308_calculated	0.00484924274271459	-0.229335855796867
CD93|22918_calculated	0.000109049122424829	-0.602967063631591
CDA|978_calculated	0.000561432178671997	-0.744286960386871
CDC42EP3|10602_calculated	0.0041394278599928	-0.256670826300753
CDC5L|988_calculated	0.00938450565539431	0.0695976843639782
CDH2|1000_calculated	0.00249279437155536	1.86869178976038
CDK11A|728642_calculated	0.000849651855802371	-0.110274671592907
CDK11B|984_calculated	0.00354975176798986	-0.0729838371025606
CDK17|5128_calculated	0.00256902930543316	0.159539619614968
CDKAL1|54901_calculated	0.000560956866640561	0.200427451959346
CDKL1|8814_calculated	0.00337362938669016	0.236179380462117
CDKL3|51265_calculated	0.00036561513690657	0.414178393335465
CEBPZ|10153_calculated	0.00667842929403743	0.0952706138760484
CENPC1|1060_calculated	0.00467114251369163	0.139943563158583
CEP57|9702_calculated	0.00250572450672234	0.114930049532653
CEP70|80321_calculated	0.000466390363287504	0.491444747352336
CETN3|1070_calculated	0.00813502781563853	0.160005547974331
CFH|3075_calculated	0.000904740419825086	0.953331908060584
CFL2|1073_calculated	0.00949298483992958	0.155473737543795
CFP|5199_calculated	0.00640827571120029	-0.280646171211827
CGGBP1|8545_calculated	0.00125383924126536	0.0709912169623877
CGRRF1|10668_calculated	0.0053508315708303	0.108224901977402
CHMP2A|27243_calculated	0.00636036185388301	-0.0833907374781785
CHMP4B|128866_calculated	0.00413320033381786	-0.0782363058529372
CHRNA5|1138_calculated	0.00673171046515475	0.792283042555749
CIB1|10519_calculated	0.00816562995694299	-0.0724367151310015
CIB3|117286_calculated	0.000512806131917506	0.765526320918074
CISH|1154_calculated	0.00450446329138815	0.290879995084547
CKM|1158_calculated	0.00138377486371257	-0.585936983969797
CLCN7|1186_calculated	0.000937590690370619	-0.128253222054172
CLDND1|56650_calculated	0.00207403569473955	0.0672820215066335
CLEC11A|6320_calculated	0.00710186458887617	-0.239341738319924
CLEC5A|23601_calculated	0.000598526393943306	-1.0120689371615
CLIC4|25932_calculated	1.30642928328189e-14	0.561574366712995
CLTB|1212_calculated	0.00131926786985013	-0.1401344084399
CMIP|80790_calculated	0.00516720176888659	-0.0904878100184527
CNKSR2|22866_calculated	0.0035694163452942	0.989388425570723
CNKSR3|154043_calculated	0.0069313482690998	0.569466339157405
CNOT6L|246175_calculated	0.00895185318754858	0.10319686336977
CNOT6|57472_calculated	0.000957810710578713	0.118076175349276
CNOT7|29883_calculated	0.000379357451290438	0.107341608971508
CNPY3|10695_calculated	0.000968657355089898	-0.0855857847487996
CNTN1|1272_calculated	0.00530629127552055	2.18851778117548
COASY|80347_calculated	0.00215207694473999	-0.0813969687598342
COBLL1|22837_calculated	0.00298234414527274	0.817131147396425
COL24A1|255631_calculated	0.000560365101510016	0.478449065754355
COL9A2|1298_calculated	0.00149752863291745	-0.441276502606014
COMTD1|118881_calculated	0.000226941189315464	-0.430288241685013
COPB1|1315_calculated	0.00707275864613893	0.0477047770716629
COPS5|10987_calculated	0.00981967596620569	0.0551762713347437
COPS8|10920_calculated	0.00188168852714585	0.0777411336254483
COQ7|10229_calculated	0.00168215493007524	0.148181278277095
CORO1A|11151_calculated	2.29257257750682e-05	-0.166765999748154
CORO7|79585_calculated	5.98157729398696e-05	-0.163399068115924
COTL1|23406_calculated	0.000942366381738234	-0.244953982655531
COX11|1353_calculated	0.00105849644820103	0.160077570202908
CPLX2|10814_calculated	0.0084414034526389	1.13921826666677
CRADD|8738_calculated	1.15140834990502e-05	0.329042918804905
CRBN|51185_calculated	0.00325490245115206	0.0840243228616945
CREB1|1385_calculated	0.00245312077129121	0.0831336595237475
CREM|1390_calculated	0.000176128585525865	0.25175765910147
CRIM1|51232_calculated	0.00887471197462536	0.333927604489895
CRIPT|9419_calculated	0.00359323301982133	0.115733844500687
CRISPLD1|83690_calculated	0.00101050722449887	0.609405020733458
CRISPLD2|83716_calculated	0.00682139777496546	-0.805038856211139
CROCCP3|114819_calculated	0.00305444154634061	0.271698249642722
CROT|54677_calculated	0.00785924687380553	0.197311027417621
CRTAP|10491_calculated	0.00306811882130244	-0.0801624086065357
CSDE1|7812_calculated	0.00876023879204034	0.037795481964334
CSK|1445_calculated	0.00210243862458182	-0.0887442961698123
CSNK2A1|1457_calculated	0.00574344687688431	0.0645819323826516
CSRNP2|81566_calculated	0.0037014378996033	0.136708863376456
CST3|1471_calculated	0.000826865577003987	-0.310339380492765
CSTF2T|23283_calculated	0.000478777255764096	0.140948705465664
CTDSPL2|51496_calculated	0.00411941541982425	0.103621302085289
CTF1|1489_calculated	0.00568760203956284	0.502637229914547
CTHRC1|115908_calculated	0.00790375742015628	0.784017838265134
CTSA|5476_calculated	4.12447057561258e-05	-0.142170288118589
CTSD|1509_calculated	0.000124584337272961	-0.166787690575149
CTSZ|1522_calculated	0.00794438677434312	-0.147341556828696
CUL4B|8450_calculated	2.06833087603344e-05	0.137741379894975
CUL5|8065_calculated	0.0053664358387724	0.101428020843306
CUZD1|50624_calculated	0.000242898388669982	0.693222156841727
CWC15|51503_calculated	0.0086193581328237	0.0632859556715934
CWF19L2|143884_calculated	0.0055249266673457	0.122885057010948
CXCL17|284340_calculated	0.000265679352674676	0.728662448256906
CXCR2|3579_calculated	0.0025824752317509	-0.585934749942968
CXorf58|254158_calculated	0.00159250060734885	1.19352234409964
CYB561D2|11068_calculated	0.00723691858441472	-0.0906305810827356
CYBA|1535_calculated	8.45035181383725e-05	-0.148328100021267
CYP2U1|113612_calculated	0.00986769805670906	0.389020991430764
CYP3A4|1576_calculated	0.000875340745323257	0.998824826713028
DAB2IP|153090_calculated	0.00172969980570531	1.03213132753346
DAB2|1601_calculated	0.00118335996634266	0.314070965809067
DBN1|1627_calculated	0.0038490084823928	0.431474499787243
DBNL|28988_calculated	6.08670139696951e-05	-0.110316538892144
DBR1|51163_calculated	0.00335000231780556	0.10666138998934
DCAF10|79269_calculated	0.00230648025553213	0.105323105342302
DCAF16|54876_calculated	0.00562364667171607	0.113147120656623
DCAF17|80067_calculated	0.00311608647310327	0.143782647799525
DCBLD2|131566_calculated	0.00318967554673158	0.529023545383149
DCI|1632_calculated	0.00856071283655641	-0.0980866259517498
DDHD2|23259_calculated	0.00771967418219567	0.123360695822519
DDR1|780_calculated	0.00340211954028733	0.951752865025192
DDX18|8886_calculated	0.00438099127117609	0.0845987395806822
DDX52|11056_calculated	0.00371372434900776	0.109639148681471
DDX59|83479_calculated	0.00711213651948823	0.0884538989928366
DDX6|1656_calculated	0.00595402501949123	0.0791118447703898
DEF6|50619_calculated	0.000943709592504925	-0.0827432954164385
DENND1C|79958_calculated	0.000241857899184584	-0.130922582753244
DENND2C|163259_calculated	0.00256643469523493	0.203210499283656
DENND4C|55667_calculated	0.0002596675117271	0.16820504032153
DENR|8562_calculated	0.00904148391681607	0.0844334869296293
DGAT2L6|347516_calculated	0.000601918917188625	0.912667899268344
DGKD|8527_calculated	0.000285639643057908	-0.160976057540631
DGKZ|8525_calculated	0.00276476354363194	-0.118590933603182
DHRSX|207063|1of2_calculated	0.0016673638981495	0.108457308449572
DIP2B|57609_calculated	0.0064247784178078	0.0902039178794606
DIS3|22894_calculated	0.00312513239156174	0.104619965913403
DLG1|1739_calculated	0.00154842787054043	0.105543327140776
DNAH3|55567_calculated	0.00250576928406759	1.03599688929169
DNAJB7|150353_calculated	0.0082028509820257	0.217436474036751
DNAJB9|4189_calculated	0.00122050676956619	0.176114808066636
DNAJC18|202052_calculated	0.0035990490606715	0.295512773795059
DNAJC24|120526_calculated	0.00786277395825665	0.158544418381591
DNAJC25|548645_calculated	0.0071688393585982	0.14794717315026
DNAJC5|80331_calculated	0.00708537836854615	-0.105416815866678
DNAL1|83544_calculated	0.00257038804368914	0.275212087296723
DNASE1L1|1774_calculated	0.000309618726972728	-0.180108091115723
DNMT3L|29947_calculated	0.00231630060851049	0.98627258809483
DNTT|1791_calculated	0.00139771620942889	1.50481346233381
DOK2|9046_calculated	0.00165307272818924	-0.318128686154266
DOK3|79930_calculated	5.54593668049285e-05	-0.175007913273043
DPEP2|64174_calculated	0.000161477166191137	-0.210672542740496
DPM1|8813_calculated	0.00341231552980512	0.0705556132964866
DPY19L4|286148_calculated	0.00136443553726822	0.181284740498356
DQX1|165545_calculated	0.00197674406695024	0.562062896249735
DSEL|92126_calculated	0.00861530523817556	1.38409273471275
DSE|29940_calculated	2.86873078750444e-07	0.445721455352013
DST|667_calculated	0.000278209120535331	0.836995199948721
DTWD1|56986_calculated	0.0008837680949827	0.135924689907384
DUS2L|54920_calculated	0.000248513149043217	-0.134959169527226
DYRK1A|1859_calculated	0.00628889031025879	0.0664758030866902
DYRK2|8445_calculated	0.00485712579425697	0.138899964251176
DYSF|8291_calculated	0.000616329927730951	-0.624091556377341
DYTN|391475_calculated	0.00146915590782401	0.688804867948774
E2F6|1876_calculated	0.0057838050390817	0.168038936679953
EBAG9|9166_calculated	0.0054457074528333	0.103208383664282
ECH1|1891_calculated	0.00533421693302357	-0.0612617031237012
EDARADD|128178_calculated	0.00564284184406424	0.812974482804274
EDEM2|55741_calculated	0.00891621372559587	-0.0556852296190769
EDNRB|1910_calculated	0.00928689226841515	1.41567070393604
EFCAB7|84455_calculated	0.000877554681731691	0.28168005718082
EFHA1|221154_calculated	0.0090381684207634	0.0555157993836086
EFHD2|79180_calculated	0.00608435936997989	-0.121785696390126
EFNA1|1942_calculated	0.000354271702590113	0.953079682032003
EFNB1|1947_calculated	0.00542664561201456	0.463726130569784
EGLN2|112398_calculated	0.00940151635774627	-0.0685926992426939
EHBP1L1|254102_calculated	0.000531421286754039	-0.158494914214145
EHD1|10938_calculated	9.5512052561616e-05	-0.148799763208462
EID1|23741_calculated	0.00694421353117569	0.0542585290660107
EIF1AX|1964_calculated	0.00423798160441271	0.119417476805063
EIF2AK2|5610_calculated	0.00253969614283137	0.151541647271459
EIF5A2|56648_calculated	0.00992095696997555	-0.534572267126528
ELF2|1998_calculated	0.00834328417356186	0.0882202893664201
ELK4|2005_calculated	0.00362266911094801	0.138556816637071
ELMOD2|255520_calculated	0.00127488973162433	0.164747045244754
ELP2|55250_calculated	0.00857627378132617	0.0825580756345244
EMR3|84658_calculated	0.00434802642785338	-0.963249287177176
ENAH|55740_calculated	0.000173983311259492	2.01344286118843
ENOPH1|58478_calculated	0.00878443265163528	0.0635389488392504
