pval	log2fc(high/low)
ENPP2|5168_calculated	0.000269715877074041	0.84862246550008
EPB41L4A|64097_calculated	0.000336947202521254	0.394420334170607
EPB41L5|57669_calculated	0.00400170238752369	0.60732441444679
EPM2AIP1|9852_calculated	0.00810860655178545	0.10019308679957
EPN1|29924_calculated	0.00156752475028133	-0.139092796382671
EPS15|2060_calculated	0.00391357489976869	0.0820481812831789
ERCC4|2072_calculated	0.00553977596669025	0.18869151578892
ERCC8|1161_calculated	0.00896103635629742	0.149818530599997
ERGIC2|51290_calculated	0.00405390474965884	0.128698991883969
ERG|2078_calculated	0.00732988245598907	0.333618014893783
ERLEC1|27248_calculated	0.00625637099387365	0.0744670608322869
ERO1LB|56605_calculated	7.57651005203634e-05	0.262817608173661
ESRRA|2101_calculated	0.00357626515394849	-0.118899716702228
ETAA1|54465_calculated	0.00101118129116083	0.181228161001259
EXOC2|55770_calculated	0.00656016448954965	0.0948166276954595
EXOC3|11336_calculated	0.00488295224287874	-0.0741999701171619
EXOC5|10640_calculated	0.00186306403503864	0.127895074860368
F12|2161_calculated	0.0061508571995246	-0.571092822630413
F13A1|2162_calculated	0.00413599779635822	0.343781359334544
F2RL1|2150_calculated	1.25598375026338e-05	1.388276856318
F2R|2149_calculated	9.68675350674483e-05	0.493003161633862
FABP5P3|220832_calculated	0.00198779199141254	0.903751458808013
FAM108B1|51104_calculated	0.00790748017477337	0.131472498377487
FAM110A|83541_calculated	0.00350800869685908	-0.231869810553426
FAM126B|285172|1of2_calculated	0.00895197948369722	0.100270123466862
FAM126B|285172|2of2_calculated	0.00420072286625936	0.132560903469043
FAM131A|131408_calculated	0.0098692850047614	-0.18719495995499
FAM160B1|57700_calculated	0.0052471383995582	0.127882610168782
FAM167B|84734_calculated	0.00575048866023957	0.935358640119293
FAM169A|26049_calculated	0.00244513639570502	0.789887406289314
FAM171A2|284069_calculated	0.00342949976404241	0.925059326527387
FAM171B|165215_calculated	0.00977915121228671	1.34656984589297
FAM172A|83989_calculated	0.00045803060532096	0.134724620522566
FAM173A|65990_calculated	0.00639863187903367	-0.191647129615463
FAM175A|84142_calculated	0.0060468032272622	0.111232877019774
FAM175B|23172_calculated	0.00179399105240732	0.0942839963785196
FAM177A1|283635_calculated	0.000467480121927952	0.16233592343914
FAM178A|55719_calculated	0.00430599353988388	0.122405167485723
FAM179B|23116_calculated	0.00180549752042741	0.203596809560263
FAM190A|401145_calculated	0.00792058700994197	0.626342335122825
FAM194A|131831_calculated	0.00926613353452879	0.455428283733614
FAM22D|728130_calculated	0.00707540727115593	0.456889557226979
FAM24B|196792_calculated	0.00139367824985407	0.530778260268036
FAM26F|441168_calculated	0.00669972850799675	0.359047018936781
FAM50A|9130_calculated	0.00344601421648211	-0.155061306904723
FAM57A|79850_calculated	0.000671416480236218	0.467957229544337
FAM65A|79567_calculated	0.00170072995251405	-0.149151254961169
FAM65B|9750_calculated	0.00602159725622007	-0.185805139363559
FAM69A|388650_calculated	0.00105238720856285	0.239453521558363
FAM8A1|51439_calculated	0.00857450619118236	0.103754211898781
FAM92A1|137392_calculated	2.09489585888794e-05	0.50276218457524
FAM98B|283742_calculated	0.000829542476828396	0.217744283344434
FANCL|55120_calculated	0.00371772558655535	0.125089011452217
FASTKD2|22868_calculated	0.00366551991460406	0.123692508835857
FAT2|2196_calculated	0.00719997006859937	-0.534852955724974
FBXL4|26235_calculated	0.00319428327649751	0.151437809986252
FBXO10|26267_calculated	0.00755101336885346	0.139357698065657
FBXO16|157574_calculated	0.00200298054479717	1.53267404660931
FBXO3|26273_calculated	0.00111372405536981	0.182564432726063
FBXO48|554251_calculated	0.0077717411041936	0.261641916173501
FBXW11|23291_calculated	0.00312135051945915	0.0616752546238617
FCAR|2204_calculated	0.00658740177074044	-0.666883503406446
FCER1G|2207_calculated	0.00247042421952092	-0.27475144710793
FCF1|51077_calculated	0.00892481357123656	0.0974317264505869
FCGRT|2217_calculated	0.00933746458849545	-0.314368214673071
FCHO1|23149_calculated	1.44292714307986e-05	-0.217138048673478
FERMT3|83706_calculated	4.53192324144112e-05	-0.109998101216934
FES|2242_calculated	0.00238225567969097	-0.110432905412325
FEZ2|9637_calculated	0.00656843065192413	0.0782117055604763
FGD3|89846_calculated	0.00741966549748839	-0.0943447078767482
FGF10|2255_calculated	0.00457571746889749	1.92149745747591
FGFR1OP2|26127_calculated	0.00490558881231478	0.0981719923587738
FGR|2268_calculated	0.0066826575152604	-0.321769954659597
FHL1|2273_calculated	0.000764093428989192	0.520413979563493
FHOD1|29109_calculated	0.00621554318672469	-0.096778307727959
FIBP|9158_calculated	0.00796117423602288	-0.069448555058289
FKBP11|51303_calculated	0.00195675784736048	0.131381555586821
FKBP14|55033_calculated	0.000359645209624933	0.713414416576746
FKBP7|51661_calculated	0.00891185625683935	0.256825988816883
FLII|2314_calculated	0.000768268295471305	-0.0906568056844769
FLJ22536|401237_calculated	0.00171596234855018	1.35026862187276
FLNA|2316_calculated	0.00164092245348325	-0.109127869668865
FLOT2|2319_calculated	0.00114788540165854	-0.0812477102812816
FLYWCH1|84256_calculated	0.00411043159906936	-0.150203654313508
FMNL1|752_calculated	0.00361769343208855	-0.11088158981271
FMR1|2332_calculated	0.00430471228147048	0.0906236500719954
FNBP1L|54874_calculated	0.000590055806787244	0.763518045380783
FNDC3A|22862_calculated	0.0053066382785573	0.12358415536551
FOXH1|8928_calculated	0.00495481772671995	-0.392216480169059
FOXJ3|22887_calculated	0.000587025994019205	0.0861387500301855
FOXP1|27086_calculated	0.00608200468762237	0.106271017529209
FRA10AC1|118924_calculated	0.00161035873748572	0.183024939355135
FRAT1|10023_calculated	0.000288211671126258	-0.28111489495697
FRAT2|23401_calculated	0.00151913393797958	-0.182209285065221
FRMD4B|23150_calculated	0.00846907337835259	0.2959821390907
FTL|2512_calculated	0.00621749884639056	-0.0899458218658497
FTSJD1|55783_calculated	0.004798228075475	0.147066592907797
FUBP1|8880_calculated	0.00369883128870831	0.0847488035170382
FUNDC1|139341_calculated	0.00689255845067672	0.139350315678803
FUT2|2524_calculated	0.00959050885914875	0.421826300731116
FUT4|2526_calculated	0.00360898012998778	-0.184367334720973
FYTTD1|84248_calculated	0.00212549080537366	0.0763214304024634
FZD3|7976_calculated	0.00276355705446148	1.24520070106735
G2E3|55632_calculated	0.000879402469850547	0.159210202985496
G3BP2|9908_calculated	0.00403161803542144	0.0563731450726272
G6PD|2539_calculated	5.77499829747693e-05	-0.16708856104288
GABPA|2551_calculated	0.000145846176718988	0.117920678377096
GABPB1|2553_calculated	0.000189076291511428	0.155688468018161
GAK|2580_calculated	0.00014676279441854	-0.10769293815652
GALK1|2584_calculated	0.000329445817854089	-0.175393974754887
GALNS|2588_calculated	0.000383052817349543	-0.172200627121019
GALNT1|2589_calculated	0.00271990888105651	0.104883291683378
GALNT6|11226_calculated	0.00607360503910902	-0.160760024835246
GAPDH|2597_calculated	0.00386122630907321	-0.0441995951418014
GAS2|2620_calculated	0.00127628589790951	1.31142850636649
GAS6|2621_calculated	0.0014540620931337	0.411354894175796
GBA|2629_calculated	0.00681034399805593	-0.101951785629017
GCFC1|94104_calculated	0.00992233714639973	0.0951417600752591
GCHFR|2644_calculated	0.000993569132301789	-0.318968542433906
GCM2|9247_calculated	0.0060775042334373	1.13144718009757
GCOM1|145781_calculated	0.000783487675217602	0.146038887889139
GDF15|9518_calculated	0.00929962565324676	-0.876671449892672
GFPT1|2673_calculated	0.00153967953677383	0.0991034491277897
GGPS1|9453_calculated	0.00632358683812016	0.100288697829014
GGT1|2678_calculated	1.61841791505275e-05	-0.779023810584432
GIPC3|126326_calculated	0.00152162746875353	0.762237967625902
GKAP1|80318_calculated	0.00407083528617198	0.265084508636105
GLCCI1|113263_calculated	0.000191907878871223	0.369712946972303
GLCE|26035_calculated	0.00844418745970963	0.138571786816082
GLIPR1L1|256710_calculated	0.00229193077425178	0.808293894163893
GLIPR1L2|144321_calculated	0.00580263555303372	0.551797527009691
GLO1|2739_calculated	0.000244138860402233	0.121865510830733
GLP1R|2740_calculated	0.00528277034719092	3.34130294133548
GLS|2744_calculated	0.000226029031666411	0.182303194834568
GMIP|51291_calculated	8.45885395100232e-05	-0.144170602125258
GNA14|9630_calculated	0.00277472671533373	-0.941955526458834
GNAI2|2771_calculated	0.00213749131748298	-0.0768105613844694
GNAQ|2776_calculated	0.00234594209755901	0.0824319188691992
GNB2|2783_calculated	0.00243239244307083	-0.0993326170227543
GNB4|59345_calculated	0.00586837369472376	0.0894608334274134
GNPAT|8443_calculated	0.00566471349078301	0.0663064933815693
GNPDA2|132789_calculated	0.00291950986919886	0.202180161121354
GOLIM4|27333_calculated	0.00798013160505334	0.146751684323681
GOLPH3|64083_calculated	0.00774701551313773	0.0617255521065366
GOPC|57120_calculated	0.00709338668940369	0.108147157760739
GPBP1|65056_calculated	0.000216763173312918	0.0690290548849024
GPM6B|2824_calculated	0.0027473709537618	0.421052411411548
GPR12|2835_calculated	0.00843265059182181	1.6813462116134
GPR132|29933_calculated	0.00350783211405715	-0.24692902040287
GPR137C|283554_calculated	0.000471080250404975	0.797114688988992
GPR173|54328_calculated	0.00288820910618005	1.72506926530357
GPR179|440435_calculated	0.00696849796091483	0.533361625059759
GPR35|2859_calculated	0.00114391440477808	-0.349182258625116
GPR77|27202_calculated	0.00414623873424548	-0.83760710236095
GPRC5B|51704_calculated	0.0096191180987448	0.823545160194485
GPSM3|63940_calculated	0.00202300293424739	-0.10598915114441
GPX1|2876_calculated	0.00103856076746128	-0.117193458086293
GRB2|2885_calculated	0.00978668979821985	-0.0560490211912518
GRIN2C|2905_calculated	0.00373074073945625	-0.525459682511088
GRINL1A|81488_calculated	0.0010692528054305	0.117004530154219
GRK6|2870_calculated	0.0014110260049512	-0.0913723973491893
GRN|2896_calculated	0.00480579497038489	-0.194772174749683
GRSF1|2926_calculated	2.27120326674439e-05	0.107538716862068
GSN|2934_calculated	0.00384123026924984	-0.201317566242997
GSTA4|2941_calculated	0.00276038852358477	0.788597377948117
GSTK1|373156_calculated	0.00179541799738521	-0.0723857826797548
GSTO2|119391_calculated	0.00335061834147762	0.556614877571561
GTF2A1|2957_calculated	0.00580656668499915	0.165366253850966
GTF2H2C|728340|1of3_calculated	0.00633977437715096	0.248353975786389
GTF3C4|9329_calculated	0.00620667997973372	0.139910403465974
GUCA1B|2979_calculated	0.00609550202605115	0.372509513586996
GUF1|60558_calculated	0.00698383380931269	0.0985102518067027
GUSBP1|728411_calculated	0.000550542565939783	0.324035536455688
GUSBP4|375513_calculated	0.00427613940700574	0.213785745696658
GUSB|2990_calculated	0.000119269773882287	-0.118010953612625
GXYLT2|727936_calculated	0.00282500721473558	1.87340664757676
H1F0|3005_calculated	0.00639253506670868	0.442984071848746
HACE1|57531_calculated	0.000296445590503833	0.315924199289142
HAVCR2|84868_calculated	0.000461784406981552	-0.406480410794856
HCFC2|29915_calculated	0.00478976985215541	0.140556763784286
HCG2P7|80867_calculated	0.00788966773594956	0.519258140541959
HCG4P6|80868_calculated	0.00962183000304125	-0.162701605554554
HCK|3055_calculated	0.00219419709323817	-0.35841744032922
HCLS1|3059_calculated	0.00263686476467694	-0.0841965335632772
HCST|10870_calculated	2.54198404219308e-05	-0.188288925466213
HDAC4|9759_calculated	0.0056266132228099	-0.222818176208684
HDGFRP3|50810_calculated	0.00185775745754482	0.919353644661827
HELB|92797_calculated	0.000659573105664983	0.259401935253246
HERC4|26091_calculated	0.00800433109522643	0.0911237044699994
HERC5|51191_calculated	0.00594772310547358	0.310749537114245
HERC6|55008_calculated	0.00419309434776283	0.223017333261232
HGS|9146_calculated	0.00838096994307958	-0.0840066212369519
HIBCH|26275_calculated	0.00407806626046809	0.148877208628942
HIVEP2|3097_calculated	0.00139603206896267	0.347354925527492
HK3|3101_calculated	0.00152339990996263	-0.71427619384837
HLTF|6596_calculated	0.00658116925141903	0.190370614461
HMHA1|23526_calculated	0.000156548907661116	-0.144059189676782
HNRNPH3|3189_calculated	3.68469691806443e-05	0.0725967273002981
HNRNPR|10236_calculated	0.00121259091568474	0.0577452132746315
HPS1|3257_calculated	0.00251737189890252	-0.0757622700806627
HS1BP3|64342_calculated	0.00353830330963265	-0.222845667568927
HS2ST1|9653_calculated	0.0018656999096414	0.163159468108194
HSD17B14|51171_calculated	0.00834674805563217	1.22276878915886
HSD17B6|8630_calculated	0.00324459018045136	0.557933540258962
HSF2BP|11077_calculated	0.00564030352459435	0.795228620954015
HSPA13|6782_calculated	0.000324777423522168	0.156537389569227
HSPA4L|22824_calculated	0.00987770368124074	0.937952818950133
HTR7|3363_calculated	0.00603177431079472	-0.789639749684438
HYAL3|8372_calculated	0.00394947790969316	-0.245497385163719
HYMAI|57061_calculated	0.00101504145666286	0.531742914214894
IBTK|25998_calculated	0.00388940646583103	0.0993776563129831
ICAM3|3385_calculated	0.000698298332106123	-0.139167656242667
IDH3G|3421_calculated	0.00186541203920689	-0.0996624702444113
IFI27L2|83982_calculated	0.00027307403478028	-0.341146175712838
IFI30|10437_calculated	0.00641814771536788	-0.349959028061629
IFIH1|64135_calculated	0.00499066287761929	0.14975362633161
IFNAR2|3455_calculated	0.0067103037546187	0.0803022742260764
IFT81|28981_calculated	0.00143421549058319	0.426079813831581
IGSF9|57549_calculated	0.00904789248879843	0.763354355126282
IL12RB1|3594_calculated	0.000183947225820271	-0.429070541847847
IL17B|27190_calculated	0.00794525296770447	-0.749217185211109
ILK|3611_calculated	0.00258911203183714	-0.08265757554752
IMPAD1|54928_calculated	0.0065556375259293	0.0655555627389432
IMPDH1|3614_calculated	0.000619320880478029	-0.151799624264104
ING3|54556_calculated	0.00267335097704327	0.147706789925098
INPP5K|51763_calculated	0.00107273753358255	-0.0902097871146036
INSIG2|51141_calculated	0.00863464543352336	0.126214205842192
INTS2|57508_calculated	0.00516297117079678	0.137007106844068
IP6K2|51447_calculated	0.00972850385780003	0.102731924364462
IPO11|51194_calculated	0.00854671078505269	0.149987392109645
IPO7|10527_calculated	0.00482103453137045	0.0960251073293575
IQCD|115811_calculated	0.00113498837055963	0.660680902022634
IRAK1|3654_calculated	0.00821830141039037	-0.0658818077628425
IRF5|3663_calculated	0.0038639012474631	-0.117868683454296
ISCA1|81689_calculated	0.00546111798593386	0.130171540738903
ISOC1|51015_calculated	0.00479626500146496	0.159993700816326
ITGA2|3673_calculated	0.00303558988727013	0.945789946842475
ITGAL|3683_calculated	0.00746788928410513	-0.174691966446932
ITGAV|3685_calculated	0.00219369423048855	0.35874340641523
ITGAX|3687_calculated	6.34388820121867e-05	-0.355969815286647
ITGB2|3689_calculated	0.000370637671054246	-0.186459167873864
ITGB7|3695_calculated	0.00154282140594228	-0.242687558064795
ITGB8|3696_calculated	0.0076749712193556	0.971453260794794
ITIH4|3700_calculated	0.00954616242575308	-0.173478151401259
ITM2C|81618_calculated	0.00247639626238881	0.245027654891543
ITPK1|3705_calculated	0.000350226078598775	-0.154891362890242
JOSD2|126119_calculated	0.000229226559004784	-0.308758945942065
JUB|84962_calculated	0.00426171578485499	0.972373669131844
KAZ|23254_calculated	0.00953831745214399	0.785098449432421
KCNE1|3753_calculated	0.00905572492709249	-0.837497033794575
KCNMB1|3779_calculated	0.00947241102501678	-0.517267298282601
KCNQ1|3784_calculated	0.0040322876893241	-0.488986007272345
KCTD14|65987_calculated	0.00730110703151293	0.852461626092627
KCTD18|130535_calculated	0.000100951661668397	0.125815137538315
KCTD19|146212_calculated	0.000793578668170172	1.33901539068691
KCTD9|54793_calculated	0.00655721805009317	0.0922055724179575
KDELR3|11015_calculated	0.00053085063578936	0.332067833162119
KDM3A|55818_calculated	0.00814980259702723	0.0939201688788016
KGFLP2|654466_calculated	0.00441430918877966	0.760074446107071
KHDRBS2|202559_calculated	0.00859106703468375	1.05233763706516
KIAA0494|9813_calculated	0.00983762565554574	0.0579821350079023
KIAA0513|9764_calculated	0.00519631709549974	-0.3979665431486
KIAA0895|23366_calculated	0.00243084967823075	0.622296929516271
KIAA1024|23251_calculated	0.00394442446506274	0.542971965174355
KIAA1147|57189_calculated	0.00172031710379856	0.210910313575158
KIAA1191|57179_calculated	0.00471020831386182	0.0567720555400981
KIAA1267|284058_calculated	0.00719875665504605	0.0699229108291742
KIAA1586|57691_calculated	0.0093435203174148	0.193298423479581
KIAA1704|55425_calculated	0.00366358846074304	0.130878156009452
KIAA1949|170954_calculated	0.00573311249821567	-0.0878285937333276
KIF21B|23046_calculated	0.000773316052543748	-0.203811670646227
KIF26B|55083_calculated	0.000139918370924895	-0.983977955870778
KIF3A|11127_calculated	0.000824339053775144	0.344405790303143
KIF9|64147_calculated	0.00379142167373543	0.262125860332148
KIFC2|90990_calculated	0.00556260795376039	-0.273273407927372
KIN|22944_calculated	0.00326255136052152	0.100971575898901
KLF12|11278_calculated	0.00545077941027562	0.738204704379292
KLF13|51621_calculated	0.0074845304037676	-0.071684792477261
KLHDC2|23588_calculated	0.00943615799312506	0.0704319061169181
KLHL20|27252_calculated	0.0036950354149356	0.0985278215118415
KLHL23|151230_calculated	0.00229687353204666	0.444819404557656
KLHL24|54800_calculated	0.00848613221003462	0.117844861871144
KLHL28|54813_calculated	0.000684370593524203	0.193783494233579
KLRC1|3821_calculated	0.00429263945110051	1.05884600485779
KLRC2|3822_calculated	0.00896937715164775	1.00275652020627
KLRC3|3823_calculated	0.0028322245577615	1.01361414431527
KLRC4|8302_calculated	0.0011612243593526	0.8140350911885
KPNA5|3841_calculated	0.0017705845294597	0.221547948624502
KRAS|3845_calculated	0.00363971866943846	0.0919237935972938
KRBA2|124751_calculated	0.0024344557365979	0.297178590843986
KRT23|25984_calculated	0.00927106349847693	-1.54579266104964
KTN1|3895_calculated	0.00810405283345572	0.0756050422727879
L3MBTL3|84456_calculated	0.00152184071952522	0.174149187623525
L3MBTL4|91133_calculated	0.00592309530068584	1.08115319486207
LANCL1|10314_calculated	0.00585353108058557	0.137346919887164
LAPTM5|7805_calculated	0.00421122529956248	-0.0731335019173775
LARP4|113251_calculated	0.00434044077496115	0.140574132627841
LASS6|253782_calculated	0.00100440556819222	0.121961377307542
LEMD3|23592_calculated	0.00352995384857809	0.0860073220269191
LEPROTL1|23484_calculated	8.96553619398866e-05	0.120955649506492
LGALS12|85329_calculated	0.00193171965199911	-0.654614714772572
LGALS1|3956_calculated	0.00252192724958196	-0.207697423149699
LGALS9C|654346_calculated	0.00334457681193798	-0.83787220361104
LGALS9|3965_calculated	0.00572196943546653	-0.062791811545607
LHFP|10186_calculated	0.00731429134160739	0.591502675543802
LILRA1|11024_calculated	0.00613746660835208	-0.409103682831068
LILRA2|11027_calculated	0.00229146399869489	-0.319989974596482
LIMA1|51474_calculated	1.06732129881988e-05	0.407027916270684
LIMD2|80774_calculated	0.00494027039824069	-0.108436424674869
LIMK1|3984_calculated	0.0019324817544614	-0.13350747124377
LIN52|91750_calculated	0.00258601920595011	0.173022503071458
LIN9|286826_calculated	0.00212484062089324	0.235264802879333
LIX1L|128077_calculated	0.00257691091973283	0.0932477653564082
LMAN1|3998_calculated	0.000645943163079164	0.180218022418845
LMO7|4008_calculated	0.000680728532090092	0.434450111015966
LOC100101266|100101266_calculated	0.00179210241849122	0.683600455335348
LOC220729|220729_calculated	0.00119156146771103	0.212580258259256
LOC339290|339290_calculated	0.000181704523811489	0.237067512528398
LOC339524|339524_calculated	0.000483769409155805	0.311360029912394
LOC400927|400927_calculated	0.00299016891136557	0.203000291767084
LOC440944|440944_calculated	0.00430996930816547	0.150955768173256
LOC442454|442454_calculated	0.00339226420859413	0.40848985282522
LOC606724|606724|2of2_calculated	1.20941937327194e-06	-0.335155842276523
LOC642852|642852|2of2_calculated	0.00377120793664597	0.229827565522836
LOC728190|728190_calculated	0.0017518428950499	0.258877064620047
LOXHD1|125336_calculated	0.0083297026505547	-1.38112974568697
LPAR2|9170_calculated	0.0063085586424765	-0.188074632618524
LPCAT1|79888_calculated	0.00508741273674657	-0.178141432919932
LRG1|116844_calculated	0.00815686855413449	-0.398956936649085
LRIG1|26018_calculated	0.00608797109490076	0.451370077492603
LRP10|26020_calculated	0.00564006544270086	-0.144921845435909
LRP12|29967_calculated	0.00306352879143538	0.486666236031082
LRP3|4037_calculated	0.00732136198879879	-0.469362383579111
LRP4|4038_calculated	0.00596335017139769	1.25570260634984
LRRC16A|55604_calculated	0.00195920484011761	0.680190677519778
LRRC25|126364_calculated	0.00656730687266473	-0.48931298511943
LSM10|84967_calculated	0.00589777853879844	-0.104378234386736
LSM14A|26065_calculated	0.00944929062353257	0.0370439317944167
LTB4R|1241_calculated	0.00168703729972073	-0.147439512198108
LTC4S|4056_calculated	0.00425831503050699	-0.255620726775723
LUZP1|7798_calculated	0.0010065372361408	0.165915843287028
LY86|9450_calculated	0.00143334652058546	-0.488899701767487
LYPLAL1|127018_calculated	0.00759646639747565	0.119793538139734
LYRM5|144363_calculated	0.00554734701119098	0.107800278619938
LYSMD3|116068_calculated	0.00825976657674088	0.130111638764635
MAFB|9935_calculated	0.00479602230703509	-0.681414675714476
MAFG|4097_calculated	0.000856941795622983	-0.0834897337538882
MAF|4094_calculated	0.00229295729921701	0.687672228968004
MAGEH1|28986_calculated	1.90878575351125e-05	0.371540497798561
MAGOHB|55110_calculated	0.00354106593165299	0.165981684638924
MAK|4117_calculated	0.000618666435443605	0.384000146974507
MAN1A1|4121_calculated	0.00293509936047372	0.272495093246459
MAN2B1|4125_calculated	0.00053385246631546	-0.122373531080821
MAP1A|4130_calculated	0.000284973861865618	0.576308194529933
MAP2K3|5606_calculated	1.64350230508488e-06	-0.151899771009247
MAP3K13|9175_calculated	0.00507081483163919	0.315530698725093
MAP3K15|389840_calculated	0.00346703449390315	0.204829365770719
MAP3K3|4215_calculated	0.00430071215459317	-0.140420092206817
MAP4K2|5871_calculated	0.00531612903190982	-0.0885694425437913
MAP4K3|8491_calculated	1.49671581466293e-05	0.277046541957609
MAP4K5|11183_calculated	0.00156972345644981	0.139616819302262
MAP7D1|55700_calculated	0.00442493041863114	-0.0861518409223229
MAP7|9053_calculated	0.00906780169797866	0.377652510234457
MAPK1IP1L|93487_calculated	0.00353256837200914	0.0536507538592335
MAPRE2|10982_calculated	7.35374046833358e-05	0.111455200932496
MARCH5|54708_calculated	0.000251006041598976	0.101938517927603
MARCH7|64844_calculated	0.00104043813368518	0.0726041322414775
MAST3|23031_calculated	0.000543444756118608	-0.245469897039383
MAST4|375449_calculated	0.00115838286748264	0.453087623032864
MAT2B|27430_calculated	0.00249643811364669	0.0842626847581218
MATR3|9782_calculated	0.00752678241826334	0.0692070767859891
MBD6|114785_calculated	0.00763554252699998	-0.0827559883752759
MBOAT4|619373_calculated	0.00751681069106923	0.308820875047669
MBTD1|54799_calculated	0.00170446540130779	0.136066182743866
MBTPS2|51360|1of2_calculated	0.00923330925430177	0.160644532543062
MCART6|401612_calculated	0.000451932880470297	0.910736940160213
MCOLN1|57192_calculated	0.0095512504540407	-0.17668243370711
MED15|51586_calculated	0.00303671086632377	-0.0906296212655765
MED17|9440_calculated	0.00025502203106783	0.14611762817623
MED28|80306_calculated	0.00291857709001457	0.0842434539228998
MED4|29079_calculated	0.00563288904936631	0.0575503192409265
MEFV|4210_calculated	0.00979230539324691	-0.673720924979773
MEMO1|51072_calculated	0.00329639874474764	0.085199543062443
MESDC2|23184_calculated	0.0055405584689038	0.0877706710622898
METTL10|399818_calculated	0.00029535719438543	0.140417890421283
METTL14|57721_calculated	0.00288198039413175	0.100629588981483
METTL2A|339175_calculated	0.00271596402978019	0.172940560902479
METTL6|131965_calculated	0.000200848757883045	0.20523177918303
MEX3A|92312_calculated	0.000924606676281634	1.45439270090107
MEX3B|84206_calculated	0.00102466264151197	0.505228178896564
MEX3C|51320_calculated	0.00770025809226514	0.121865132239036
MFF|56947_calculated	6.73573338447931e-05	0.0746194254823337
MFSD10|10227_calculated	0.000141307085011361	-0.167405214685023
MGAM|8972_calculated	0.00213681561050335	-1.05831327386775
MGAT4A|11320_calculated	0.00929789850935635	0.251831976864003
MGAT4B|11282_calculated	0.0031781043163091	-0.0962847217706251
MGC57346|401884_calculated	0.00538679034984309	0.328018747365372
MIA3|375056_calculated	0.00306576206961474	0.0785286390425125
MIB1|57534_calculated	0.00831628446642077	0.160394555896812
MICAL1|64780_calculated	0.000283963779790188	-0.258232197844543
MICALL2|79778_calculated	0.00127429801887699	-0.311314696685501
MIER2|54531_calculated	0.00105681191905317	-0.206260531329276
MIER3|166968_calculated	0.00039570402836917	0.172473378376063
MIOS|54468_calculated	0.0032623091092129	0.0758631443276952
MIR155HG|114614_calculated	2.49386359978255e-05	0.738959791759461
MIS12|79003_calculated	0.00765761212168556	0.101787292125729
MKL1|57591_calculated	0.00140603634104027	-0.0834590399509848
MKL2|57496_calculated	0.00185288051149186	0.299925977441816
MKLN1|4289_calculated	0.00823866550179986	0.107123888341322
MKRN2|23609_calculated	0.00241530820558944	0.0564192555465489
MLLT11|10962_calculated	0.00485844690997122	0.432400703627586
MLX|6945_calculated	0.00986711639875604	-0.061743332437177
MMAA|166785_calculated	0.000399354678987883	0.296515524092273
MMP2|4313_calculated	0.00818677000519909	0.56008798706273
MNT|4335_calculated	0.00684913496776495	-0.0792359106344734
MOBKL1A|92597_calculated	0.00785247771347356	0.153742243490072
MOBKL3|25843_calculated	0.00154334584387056	0.0925917394747042
MON2|23041_calculated	0.00699321556765035	0.124570066675441
MORF4L1|10933_calculated	0.00621101954054044	0.0666692714310933
MOSC2|54996_calculated	0.00273300580987729	-0.832621506604862
MOSPD1|56180_calculated	0.00846771202131751	0.19001192867544
MPP5|64398_calculated	0.00935409845130401	0.133320131706343
MPP6|51678_calculated	0.00288701732625326	0.519041386018404
MRE11A|4361_calculated	0.00446129601749378	0.131996045043182
MRPL19|9801_calculated	0.00428653301169188	0.157299848112626
MRPL23|6150_calculated	0.00798788301028065	-0.0979968301369051
MRPL39|54148_calculated	0.00266221641754629	0.138415235819041
MRPL41|64975_calculated	0.00436967771718334	-0.177414940817156
MRPL42|28977_calculated	0.000133340277431466	0.142367333355967
MRPS31|10240_calculated	0.00410570550612978	0.0922125597601134
MRPS34|65993_calculated	0.00789843812014438	-0.0816003648192703
MSH6|2956_calculated	0.0090751655198362	0.0866752301252818
MSI2|124540_calculated	0.00393296619250689	0.347200009412673
MTERFD3|80298_calculated	0.00750413167076057	0.328209286615092
MTERF|7978_calculated	0.00249872354235515	0.193456772232756
MTF2|22823_calculated	0.000860857679060298	0.144903805443147
MTIF3|219402_calculated	0.00623311009447491	0.0946145506953555
MTMR14|64419_calculated	0.00543441779999009	-0.0840291160146446
MTMR1|8776_calculated	0.00957844471497253	0.107878809957962
MTMR9LP|339483_calculated	0.00803238435193169	0.732354481259723
MTPAP|55149_calculated	0.00419588629248335	0.128937575540382
MVP|9961_calculated	0.00727015853623557	-0.171019848872449
MXD3|83463_calculated	0.00738949638459885	-0.108588584237625
MYH11|4629_calculated	0.00888922222477026	-0.152548793652019
MYH9|4627_calculated	0.000879525204676995	-0.0798894436667923
MYNN|55892_calculated	0.00479667374692824	0.11769663700474
MYO1B|4430_calculated	0.00502798674887377	0.981375410253595
MYO1F|4542_calculated	0.00221266271797642	-0.133460138414057
MYO1G|64005_calculated	1.87103749785077e-05	-0.208268028671325
MYO5B|4645_calculated	0.00613546232510009	0.680406275846111
MYO5C|55930_calculated	0.00831541224663637	0.608551140946796
MYO7A|4647_calculated	0.00111345332253473	-1.22380604870662
MYOM1|8736_calculated	0.00367573479580352	0.335300265814505
N4BP2L2|10443_calculated	0.00284157955189081	0.0860439582161916
N4BP2|55728_calculated	0.00292643463654582	0.250041866037884
NAA16|79612_calculated	0.00894955800429478	0.0815066737879104
NAA30|122830_calculated	0.000319427465999148	0.186042840391313
