TCGA.AB.2811	TCGA.AB.2816	TCGA.AB.2818	TCGA.AB.2824	TCGA.AB.2826	TCGA.AB.2835	TCGA.AB.2836	TCGA.AB.2837	TCGA.AB.2839	TCGA.AB.2845	TCGA.AB.2848	TCGA.AB.2851	TCGA.AB.2866	TCGA.AB.2871	TCGA.AB.2873	TCGA.AB.2880	TCGA.AB.2884	TCGA.AB.2900	TCGA.AB.2909	TCGA.AB.2924	TCGA.AB.2927	TCGA.AB.2932	TCGA.AB.2948	TCGA.AB.2963	TCGA.AB.2967	TCGA.AB.2969	TCGA.AB.2971	TCGA.AB.2972	TCGA.AB.2973	TCGA.AB.2976	TCGA.AB.2977	TCGA.AB.2979	TCGA.AB.2986	TCGA.AB.2993	TCGA.AB.3000	TCGA.AB.3006	TCGA.AB.3008	TCGA.AB.2805	TCGA.AB.2812	TCGA.AB.2825	TCGA.AB.2833	TCGA.AB.2853	TCGA.AB.2867	TCGA.AB.2869	TCGA.AB.2877	TCGA.AB.2879	TCGA.AB.2903	TCGA.AB.2919	TCGA.AB.2921	TCGA.AB.2925	TCGA.AB.2931	TCGA.AB.2934	TCGA.AB.2936	TCGA.AB.2938	TCGA.AB.2955	TCGA.AB.2964	TCGA.AB.2965	TCGA.AB.2966	TCGA.AB.2970	TCGA.AB.2975	TCGA.AB.2978	TCGA.AB.2981	TCGA.AB.2983	TCGA.AB.2984	TCGA.AB.2987	TCGA.AB.2988	TCGA.AB.2990	TCGA.AB.2992	TCGA.AB.2995	TCGA.AB.2996	TCGA.AB.3002	TCGA.AB.3009	TCGA.AB.3011
EXOC5|10640_calculated	1.61405017558936	3.16496322587145	3.59570654014585	3.45115834944889	3.4497726462885	2.87284845489589	3.15566828925823	3.15644515868279	3.78705627829788	3.16335381143999	3.16319277120576	3.02064442816971	2.88999912513799	3.18719764954929	3.14882024585896	3.35143045375275	2.95445690272857	2.81657922810652	3.40781499217409	3.29216331882291	2.98296620314535	2.71927107305431	3.22786427254651	3.7428038933891	3.32289437689642	2.82095500019441	3.14961706789295	3.54910233033312	3.07087014610644	3.53404914816293	2.20125745684324	2.75383983211863	2.69151183200577	3.5713248902129	3.29304670969891	3.39186393307094	3.54685742766799	3.9923877700532	3.90001663509453	3.36692364897852	3.17927217370157	3.86202481821776	3.65472194329227	3.32101891058847	3.3145080205222	3.38234907781612	3.79127230777659	3.26196701786662	3.146345667618	2.49239160196348	3.61646356603586	3.05738095183789	3.57994040449934	3.75025275466126	3.90665012639538	3.94371507860234	3.57540915260894	3.893216574708	3.86580996514118	2.7895623355695	3.46700552501259	2.93610080315505	3.41420320002046	3.42429060303465	3.03500799380723	3.38409126295358	3.07061258484853	3.34901135490743	3.23196993954061	3.39163026151743	3.26537688252797	3.6074723567301	3.33376719165822
F12|2161_calculated	3.81578034258224	1.33942247434663	2.06667476272446	1.40533891584755	1.45549162062847	2.13172117115593	1.5554235315619	1.91689697115997	0.791522377696187	0.485838966879055	1.93530886984647	1.49149398087216	1.11895767918955	1.24202317767196	1.11869195279181	1.33508302345125	1.50660194219101	3.31279584653895	0.954345226060097	2.12654341882614	0.400756503183251	2.46840085081114	1.0455128670835	1.10393399105623	1.0366088286051	1.02920549494364	0.562376764171054	0.667392600667105	0.674822183961822	1.024461530141	3.10681730343136	1.12008647067253	1.4931861716631	1.15678490755436	0.642378113148399	0.720103317115971	0.489851170883661	0.486971744370407	0.91418179500227	1.9993867242773	0.761029906507091	1.30801131455218	0.617298482840846	1.07135080412884	0.55040819321728	0.831715131517826	0.194591402773734	0.773152397014052	1.88354261931333	1.57342300328743	2.34098945998079	1.6768541173454	0.846713940671477	0.426425790742027	0.745882688902259	0.530170648394639	0.361543797967865	0.347325491633802	0.530869797931409	0.757961973312919	0.869792460376665	1.12446048627434	0.244765307569313	0.627513456787769	0.247684512762383	1.46701857168978	1.89712423069111	1.47482538208634	1.12479131134421	0.167100968963075	0.771632081274976	1.77774583031385	0.632175135397484
F13A1|2162_calculated	3.54183694426879	3.30440882295311	3.29110253526432	5.10490272267455	5.70404472231344	3.68200015043715	5.87887489932521	6.29702262751676	4.51388231719217	3.30836087519861	7.47456015641395	3.71582749255764	6.09318195998359	5.73392642388982	5.37061069349059	4.40252436564802	3.59788867516543	2.51614125119857	4.96352036345954	4.53465928041388	7.02864318565851	6.11156137203419	5.04604571521723	4.83927434612898	5.8874570335516	6.16238125755218	6.87642976831584	2.58120660883682	6.03192887354579	2.11895767918955	3.40063355960821	1.61126682507306	3.2550323477386	5.43106797026968	1.99541215618296	4.9751119628477	0.654160540995619	8.10376985032353	3.70532550126355	7.10043212011733	7.87831581689012	6.36863566532319	6.32682853261398	5.75753002150184	6.41141438140925	6.71445022843803	6.55859826480921	6.9644090295515	2.00981294494112	7.34295735395705	6.07544278081357	6.64159660344789	5.9678418311083	6.76376344078577	0.742696124223605	2.22397851369047	7.25364235012645	1.97383165767391	4.91664383450613	6.34477524693595	6.94436653409934	4.62516526466736	3.13028843106983	5.37177838645919	4.6632421354154	4.56328628289975	7.72082429834645	6.23948014941473	4.77391195451313	7.52018492296027	5.74649551055663	7.31994483000776	7.48671759045584
FABP5P3|220832_calculated	0.0561673063004266	0.0471195485685506	0.085968453862165	0	0.214622200648548	0.0721744169243166	0.128689328846787	0	0.0306892040711404	0.0894981508391026	0.652968268874645	0.0550567933689351	0	0.317651384908363	0.304511041809953	0.0836558970806325	0.19484351199952	0.104336659814736	0.378622595527227	0.0313951962755343	0.361768359419153	0.179638434938132	0	0	0.209890007234039	0.0959919129246028	0.251931126688587	0.0922074380970889	0	0.169155358830894	0.0547790315196195	0.0797023716973782	0.19055165203227	0.540424104644658	0.165558254461174	0.213502819983916	0.117296085657242	0	0.513793907086986	0.0746424379344928	0.193708673382423	0.135928815526407	0.270588741972067	0.122738971954545	0.668028329189949	0.477470103341899	0.520648535883335	0.166072675946706	0.217478900470531	0.117695042669755	0.0832474137479361	0.16800012451782	0.258699815569903	0.190298791626595	0.134352386623363	0.471551665639338	0.187261004841697	0.227001674589037	0.410232545598205	0.289480386137595	0.161694235436132	0.0280032784727525	0.482228746110381	0.744505578628611	0.386038359888614	0.15950002202322	0.562669826102702	0.0896337361068956	0.282024581218548	0.252657864194117	0.509847829892816	0.0439043942956211	0.538438835250758
FAM108B1|51104_calculated	4.09948036918101	3.69970708697514	4.02497562293279	3.18751439819282	3.81102911180836	3.30712246650954	3.4865470570351	3.18972969362145	4.31334744645264	4.22786427254651	3.12758375845122	3.32306737401364	3.42376639477522	3.91312876781974	2.34865734537485	4.15026720874841	3.57458595908148	3.33348098239252	4.92218833190693	3.48823220067296	4.26814989888392	2.79975046170089	3.00635188829771	4.42021289061078	3.83634833393715	4.06666615308929	3.36408211280548	3.86108194187488	3.05476166962829	3.93523342494956	3.25942315228141	3.74484997945166	4.19809334934677	4.11635643854603	4.57473731666116	4.23013382876124	4.50245790769808	4.73209007274448	4.17525312213759	3.20581474917999	4.35437457907706	4.56559108337919	4.81870742928751	4.28784163923437	4.10355638699637	3.89173996611621	4.40287904230523	4.16254843044812	4.37318881416339	3.68652293780591	3.79495645076675	3.60091197146423	5.25646724160702	3.63151176578643	3.84581117166484	4.14165349461629	4.21257712035647	5.14278509228816	4.32994160928822	4.35227829994598	3.68984705692652	2.70688413801626	4.59568267343329	4.93742443502013	2.84923869270338	4.00109062578376	3.78811144128862	3.56464643855679	3.98654746144563	3.72511945327534	3.97145158639538	4.4075431036201	3.99209767541153
FAM110A|83541_calculated	4.4268148869782	3.26504676353023	2.47399466551772	2.55983439730306	2.98458935036246	2.96015951906394	3.69737350954143	3.43766719317548	2.10601323762212	3.25389852784019	3.58255600301406	3.43785358788387	3.69550392607345	2.61543983974442	2.90888974697372	3.12987646083313	2.6232581989027	2.50217781970755	3.35589018919606	2.22653935629645	3.20418767874507	2.93570489083989	3.43412111043585	1.84823733569323	2.72569753694686	2.47022447510795	2.25196141472808	2.22184615480685	3.37894159327357	1.7181314342072	4.52073024204031	4.18438345374284	2.78538315174012	2.10862481468165	3.19629228571223	2.55358168323454	4.08817552626874	3.49453081658159	1.44964060511718	2.51101253926794	3.12398065513358	1.56861587671378	2.00093744713925	2.60753153717801	1.97947664267711	2.03146577649819	2.39799457845913	2.14916179490719	2.38322043336566	2.72475939733651	2.15036470461199	3.23057194190465	2.92278774817795	2.62440508049012	2.38807929836632	1.59969865300374	1.8473956583525	3.01462309516963	2.81485800155505	1.77441810410581	3.25203713204499	3.14434010114659	2.45727908647152	3.31886633478702	3.2214440529544	2.29372360990493	2.5298209465287	3.20723693208428	3.09398264682069	3.30693296906774	2.4261573873551	2.45164632788395	2.36426425092678
FAM126B|285172|1of2_calculated	2.52348668304774	3.58670470485908	4.22771797528526	2.80213116420774	3.81915722367497	3.19370867338242	3.4282496107057	3.45681928846974	3.68922087263437	3.17138298945831	4.05838577100035	3.21665662656609	3.21286500656418	3.32187038593154	3.7159812031884	3.54663521438588	3.39120405710808	3.46933900263828	2.96073410228465	3.34497048755323	3.35625651637282	2.77580910055703	3.3210622180738	3.89880814124361	3.87752832024706	3.19698466352922	3.61158553140757	3.63871103160395	3.7251412719596	3.72356948266499	2.52709536470292	2.20579911300607	3.07145378144536	3.73098768230406	3.21256933885081	3.33588337735403	3.20312283198418	4.17490970793428	4.28483982811689	3.62820200213812	3.40232652732437	3.9256861678643	4.08060650303951	3.55028504908841	3.68012178013599	3.62336356279107	3.96141959573232	3.38722466201514	3.21998936434798	2.76300781833394	3.23575768998086	3.04134813109975	3.75515464317727	3.44050045483051	3.84179201613293	3.85605943916754	3.88255501782615	4.19456776527494	3.90503313276506	3.6041069160351	3.44645475224488	3.36112265101174	3.54900372665664	3.77243466977934	3.43446810461942	3.48199635114343	3.31757903418941	3.86832130476752	3.32091785473342	3.48362233032349	3.25882039687641	3.62300061033145	3.54885580850468
FAM126B|285172|2of2_calculated	1.59311469648462	3.07674720099801	3.66937832287873	2.9141435165682	3.38072944850355	2.69403326608513	3.00455532375177	3.19415010559158	3.42776705916843	2.9649530529008	3.55602469284367	2.98177960359019	2.82124080365612	3.28226186658765	3.57179814170986	3.4475659728857	3.1740867785504	2.92000740100456	2.92854087786805	3.25534965769499	2.83424601625296	2.292369491748	3.0659341462419	3.25762921461143	3.48534953786564	2.73958891264427	3.17080637912932	3.0360812771161	3.17523715119645	3.3460775345356	1.55552169745456	1.93274152742342	2.75917714376166	3.61736901705405	2.97092725935266	3.24757818709247	3.09031147137604	3.47351418920632	3.87500347188093	3.4705889235143	3.07267178856789	3.34546734447611	3.74685018309805	3.33005638102212	3.06484836993376	3.3356547501136	3.55672368786634	3.08669885927444	2.59509781560634	2.48828362448479	3.11027971297561	3.04889878022756	3.72113200793671	3.28146087200391	3.670432481271	3.55539898904502	3.42102127410647	3.82405498366306	3.32342771806093	3.27494743077055	2.95912098184621	3.10577863398864	3.23215418982013	2.98387830837822	3.17259952164667	3.36333931162948	2.80016477922503	3.74743036833646	3.56862803611774	3.57715083697447	3.03502559505459	3.36622428253138	3.27384407668226
FAM131A|131408_calculated	2.35631286614495	2.16562256717893	2.29166249044784	2.12346755565113	1.74243744537627	1.91180660944931	2.41988941034091	2.29083721745923	1.38532058741235	1.44853098190579	2.31747773708683	2.04439411935845	2.52494126566186	1.90141722091169	1.97221473955466	1.52857131887076	2.19921689165972	1.70518171234615	1.71021683975262	2.23134024014778	1.92470800832887	2.20100646605609	1.92846507820214	1.67432505354889	1.84273752463329	1.88233002393882	1.81356573266963	1.7084079834836	2.2515373243002	2.23373470433667	2.30675802625739	1.72373329063826	1.81561641393497	1.90642885931369	1.29213386314254	1.48599348892075	1.16902704513482	1.97353780731958	1.51903860960006	1.97485966283625	1.720059526764	1.33662616576354	1.45122430212669	2.02998286621571	2.03206556901842	2.04970046145379	1.85247832364239	2.16703672211749	2.12330200075372	2.09710509058366	2.00629802390037	2.45480759211185	1.42932136994144	1.42201765699418	0.802400040114839	1.47196778766152	1.48145395059532	0.611172380044005	1.30497823580396	1.54873253179192	1.18972969362145	1.92508795487998	1.62559780605933	2.32383119657037	1.99743694091395	1.90292254127018	1.70150469976491	1.98291145848944	1.53121924568433	1.64841942331277	1.13237942505287	1.19641819730603	2.02573756141361
FAM160B1|57700_calculated	4.36198586999765	3.89650436654306	4.34568023078636	3.22624647806506	3.14865757503061	3.12987646083313	3.7626358376886	3.65637051537774	4.40599916482507	3.93956511050605	4.46943669171245	3.59285166877255	3.5172000914886	4.16539746012278	3.21288056634438	4.32909488565681	3.81097771712414	3.70977586437295	4.96962942051713	3.91622821198224	3.84079554419024	2.96426923671084	3.70807684962172	4.12436949607905	3.48893911746549	2.84635290085511	4.38254275786869	4.4055499561074	3.55743459849788	3.96606125552159	3.40997468519182	3.53570462147087	3.10124665668344	4.70364891702586	4.07821700202921	4.18974550493107	4.25236267123282	4.54135376008446	4.36794411555096	3.55908794890969	3.56581648782195	4.5070080777531	4.67999796925444	4.23557389936858	4.38668680867111	4.43410108899407	4.80464732969411	4.19245458453696	4.13485341794695	2.99886343007213	4.7348938399431	3.70669630652113	5.10222139389067	4.12879654060627	4.84716511342213	4.5700499794107	3.846463228163	4.8361816753694	4.3698224022358	4.40523678850886	3.98436149044871	3.12985997957649	3.93363872879748	4.16012958634168	2.637656612025	4.07875498492091	3.78663817853233	4.04916024697002	4.68182029270903	4.00838828207245	4.52311025907926	4.67556191320509	4.49326304228613
FAM167B|84734_calculated	0.0754641742625125	0	0.338795203226661	1.07203718077288	0.0805212318314924	0.446150340129093	0	0	0.23621706410222	0.284514133244245	0.137765808095879	0.123401335971914	0.0330881693321878	0.16928366111573	0.218471210743262	0.055889758196283	0.108357178090419	0	0.462785262549631	0	0.532865503106325	0.442014565559888	0.338567037001151	0.058108649401174	0.954121846785688	0.118359725953057	0.133432006980735	0.15224833075742	0	0.0843364457233237	0.208017754895892	0.33388165946809	0	0.496717987935177	0.180402506828649	0.281549893366642	0.89390578884637	0.216361734971127	0.168256923208582	0.099227865774861	0.237074171302158	0.210139457401668	0.0436244767470346	0.380064458843981	0.499680087187059	0.422663591655022	0	1.11243325117974	0.110496881917402	0.245373962618163	0.213378390725062	0.0265876223480842	0.544880997410404	1.40157585938017	0.177598929327733	0.430392333572308	0.221196549944547	0.468322643947868	0.753861220746625	0.218099174370145	1.07087014610644	0.0497701518163845	0.173255383020972	0.766128674991133	0.98309393259779	0.287472295119067	0.660472313281156	1.45343856134876	0.698929647154158	0.31672502157875	0.918157217057044	0.665938454099859	0.59598097896562
FAM169A|26049_calculated	0.331475926123189	0.454702328163688	0.556110552581463	0.352645545280926	0.441270990438599	0.233888060174277	0.469990138221073	0.50131174924366	0.530170648394639	0.485117645105075	0.692427198089708	0.419323145283251	0.923719678749389	1.18161146033741	0.763836458890951	0.498353001614512	0.501923147066438	0.236951758588081	0.175811993721731	0.292074949977542	2.28776777797538	0.295605488588061	0.979220531057908	0.700528496642759	0.467175122614019	0.229710961847024	1.09828479572342	0.801241448268459	0.969380764941608	0.733007184252677	1.12485746725576	0.40882053452885	0.440101740387507	0.586596629269466	0.547449829143966	0.468739698237363	0.607200095397516	0.705314441086378	0.561106140767789	0.434134457909336	0.320426911293992	1.46978180680686	1.72342750070854	0.793687836540746	0.623866861852698	0.576570509114315	1.36345145707171	0.729618024690564	1.12888725202637	0.583807882779664	0.41186007373782	1.26477660997172	1.24184018356467	0.708319688551601	0.957766050955662	1.04145327230454	0.540324906030744	2.05797006863733	1.26411602155925	0.594930669812392	2.50159200540916	0.22070141650652	2.79087627506741	0.375734538583156	0.907198337725916	0.39231742277876	0.836489726110627	0.968938604737639	2.95711597496823	0.915253179019917	3.10795563008739	0.704252269095908	0.559051228367016
FAM171A2|284069_calculated	0.0622598944701261	0.363563593797189	0.284277218055128	2.24156564887517	0.419970287208376	0.0585243118408003	0.400975043673087	0.188021051416948	0.708849377105179	0.554343265662764	0.342440963779175	0.464981862274952	0.17683337078449	0.959102429742861	0.161307263720935	0.0640550644104434	0.226878404196269	0.272620454662992	1.71167110291812	0.380175311742025	1.66257011582815	0.126708602196968	0.551983510418381	0.143393418693188	0.464563720096562	0.146394549060505	0.220453786049186	0.740798068041471	0	1.39813143187663	1.34329410786244	0.563939073674269	0.709908171140266	0.620961696931431	0.714487320570061	0.497535726396004	0.838992093293741	0.327572403815742	0.208392399790676	0.321235435016064	0.102590949588091	0.0373119306419666	0.607484193013891	1.34585051721949	1.65338108996857	1.55468707437926	0.955312803444705	2.65450428261813	1.54428753996029	0.261951978592154	1.0617070847916	0.736734744491197	0.747859984801589	0.823830866200269	0.0353423807921971	0.571337026806121	0.276437110436282	2.50644961187419	1.31660918432782	0.103933991056233	1.65736561555837	0.189413431033673	1.39807669206745	2.18646886364432	0.0576928671683459	1.8471951865894	1.23100223932731	1.40892919984287	3.56263319661669	1.72648248726505	1.95203530400747	0.836651300199819	0.593210331037094
FAM171B|165215_calculated	0.170053235302304	0.11009592910342	0.045582760019635	0.376512661288479	0	0.0174943794592725	0.146785540988701	0.202637126189838	0.0728604019312449	0.0476779751444756	0.119688174519196	0.0366088286051014	0.402176424979483	0.334568275666133	0.0976107966264223	0.0124971626829022	0.0657101640652657	0.0254540964277491	2.25764429901559	0.0557509641184532	2.20729941346328	0.0761485971800829	0.459116814466672	0.395501575384977	0.0928839656784844	0.0254540964277491	0.238664592114617	0.0265876223480842	0.0628124924050212	0.17951105027151	0.0316774964507602	0.0309716424120755	0.0074825763312062	0.194591402773734	0.0978804340519131	0.0398402645317911	0.0494913701651037	1.60923489316847	0.931077868003314	0.0450235216984977	0.162467867615304	0.139207520271254	0.120086470672526	0.644686942884343	0.0896337361068956	0.487589248320862	0.952631767081969	0.434241233251936	0.46435460355164	0.0439043942956211	1.3615999416077	0.440739630614947	2.30804044784124	0.319849116804756	0	0.449006639218204	0.135797512223391	0.0146409468817532	1.87939210283048	0.0619835161089573	1.19036201088301	0.045862297908688	1.72360224574762	0.103665482765696	0.110897723329813	0.0433445048771692	0.260387037428937	0.700084549493092	2.10134752211241	1.27244130094367	1.00136990968472	0.0646069752973919	0.0939657503694475
FAM172A|83989_calculated	1.73326755935476	2.98701155388712	3.42290574261218	2.8949147479499	3.37327235180331	2.89071905713144	3.03130696614121	3.09381367340273	3.76191285813303	3.38218304564505	3.18229502502548	2.91376067635767	3.12601470490891	3.40209454439029	3.01483730113742	3.36474050348113	3.04884648119216	3.11136523092765	3.07507048400931	3.34881312027132	3.09622811330371	2.77810341986603	2.94341502893787	3.66708598857863	3.54269141236748	2.75708727001468	3.35385961427489	3.42830321758135	3.41256476613875	3.67193870393178	2.5801696095568	2.73150911478991	3.64580539610324	3.57402882640767	3.32521369541769	3.39941721984508	3.44136395829011	3.66783536978496	3.72495580262452	3.12604775520594	2.92092207910468	3.94152891360753	3.95282742780758	3.57353207022548	3.2226654770558	3.36483853596449	4.08580703533898	3.37022008971377	3.40993396617738	2.55060520196276	3.53814080907496	3.01890118330867	3.59581393546662	3.25224911939368	3.91297553617998	3.73985890127449	3.51327596764282	3.92753620894242	3.68098815892477	3.57698159879444	3.61494536693687	2.9649530529008	3.69930731310738	3.82118977147602	3.33184850448043	3.36939668539527	3.25341449334857	3.16504364948304	3.51127826508303	3.21864169535653	3.51839665375416	3.94797467167634	3.43839931960922
FAM173A|65990_calculated	4.83749926741733	3.23061805133914	2.24525225214938	3.62093824438629	2.47043274261336	3.8885094768387	3.21244482905174	3.05039721363622	2.11036324336042	3.14974711950468	2.96696565661567	3.67526267911793	3.6096722364612	3.52213109686469	2.90948511231697	3.13597805118428	3.44036756225934	3.25046139296803	3.46328240525737	3.24598236099132	3.45708204812858	4.22998007331474	3.11789447981141	2.39689928352096	2.85493319402227	3.45163314144754	2.58830087876932	2.88986288136518	2.68934389457229	1.78613629882034	4.54993403064299	3.62704645939241	3.76559839326964	2.92356756793256	3.24592153269824	3.36182449432085	2.85802079306252	1.99022879342601	1.80310301720415	3.15378912593133	3.30653931790838	2.23744134713639	2.20857968576089	2.78701447377343	3.19082026766201	3.23742605000888	2.65802863456589	3.8286925050233	3.4518309253395	3.90826530970451	2.82326022823344	3.91844348311368	1.98790292052019	2.0913951860117	2.18428029441938	2.73883267556971	2.01628236012999	2.37359253461961	1.94860084749336	2.93221238931336	2.26639677302455	2.82911889634926	2.61619299638108	3.59818652495918	2.97865326490861	2.9672424007881	3.69598268116077	2.90913944622454	2.84643313973394	3.19652836093694	2.60814686996942	2.82871281223002	3.11859229277305
FAM175A|84142_calculated	2.31188088702596	3.37040145461923	3.73238860498474	3.23164744491895	3.32610585567647	2.98631991061143	3.09550251765867	3.31285391962028	4.34149480592557	3.89206067407781	2.88082263843693	3.33131826784827	2.61699279472849	3.87423630061355	2.92514493823326	3.38077100018169	3.53759426780312	3.10750375495126	4.08492316118686	3.35966172233388	3.11499993935222	3.18013194431157	2.94925477085653	4.1176784216634	3.56953969946334	3.04661328771153	3.48634110301434	3.91965471393652	3.33289407583051	3.98004358523111	3.28751662140577	2.98480806202707	3.73929726816145	3.74642026577657	3.60359667486021	3.5822789982428	3.46253662693902	3.95565688126398	3.64152290878943	3.27546899364124	3.18893890712028	4.49044818932417	4.27463440251759	3.68852727999268	3.29811573675506	3.3720745165007	3.83675227481725	3.44012832477884	3.31553724860879	3.2063462782852	3.54340926963128	3.07522454951173	3.55861050893763	3.58543130043362	4.37769987896874	3.90265247119608	3.74436564230645	4.27667531650318	3.84774641692139	3.72427918292684	4.30427738806568	3.12584944206569	3.9424206684638	3.96549802556813	3.34262585448199	4.16365168849225	3.57120351866496	3.19986076616956	3.94954427081877	3.63658982144961	3.32292321118992	3.75334780613591	3.31582703951465
FAM175B|23172_calculated	3.09890796467155	3.51031635866239	3.78962493125997	3.74683943672625	3.89729851950745	3.03098929297261	3.39400644787642	3.49627059108648	3.71222157760101	4.14274833952413	3.05349368688403	3.27744921470538	3.46404087188989	3.57434375392001	3.05874941233552	3.73749208177799	3.43344022549115	3.2096405139276	3.38699023777396	3.52465297358116	3.22841852757939	3.20497015318657	3.32626408456476	4.39009671213597	3.72715807464992	3.4858132115963	3.43352034628316	3.85888612664166	3.54228281685116	3.90720795360941	3.46165951713111	3.31595742643381	3.82785966334187	3.79838236905826	3.91169158187234	3.82315830484111	3.69164582430093	4.14762418701845	3.63596329417925	3.55460112988106	3.64267847004633	4.21141721298936	3.68022307204562	3.83295075794029	3.66583615424701	3.69410014679971	4.22627731015262	3.87929406901482	4.00482495109868	3.5419112659359	3.82638577770603	3.73293123266192	3.82432998933732	4.04604571521723	4.29853368713437	3.82909859485776	4.13796249006763	4.62404238999335	4.1179692616322	3.28039218697239	3.96134550403326	3.42472058041779	4.14899916258776	3.29049812924237	3.32565984451088	3.90429140456056	3.91683966109021	3.46154165577365	3.47347522465344	3.61897861065233	3.36793014143188	3.71243070292057	3.51823297225348
FAM177A1|283635_calculated	1.40381306161659	2.72290313856045	2.97401528375647	1.77938580619894	3.01964854619131	1.99403657491867	2.09942987203515	2.44169593743457	2.75206346968423	2.39099778395738	2.37726259663846	2.3593243747517	2.09203825662039	2.06326132242627	2.46207850177192	2.27768725373424	2.26654669612904	2.11186596386756	2.36910349584131	2.01299766400306	2.35097806529918	2.15153414134792	2.28377364406262	2.615157304607	2.48537530142724	2.39207008242769	2.39036502899752	2.52245755811521	2.67357903658787	2.26984106886539	2.89351753968746	1.86568131433917	2.98274721205656	2.40615567439867	2.03463831799901	2.06243260406305	2.2624030886427	2.93259036490852	2.64634701535134	2.33465407971883	2.60017458578966	2.79811274326184	2.80448729381659	2.36633620394808	2.62044565284984	2.65179796720502	3.25012784289194	2.52669484554198	2.62653258760037	1.91034891538093	2.75768468577879	2.64055152153741	2.49392908283674	2.87644818669472	2.56105724828144	2.73120496874355	2.93915133743296	2.81385300358287	2.6552144225416	2.87691961715096	3.04224158719268	2.29434137197501	2.47969620539866	3.29526751937735	2.88957088709043	2.48021341162807	2.60193417318867	2.38360753363385	2.21899809809662	2.16514015189944	2.58493845560343	2.0396297391953	2.41832489907452
FAM178A|55719_calculated	1.35225004643233	3.28205424402407	3.52828375133976	3.15103075006628	3.52470311547277	3.08029950310058	3.37597079877139	3.61840312285379	3.4482137898838	3.67165569936008	3.4710573647973	3.21676525564529	3.17885802726204	3.56929664556164	3.28165374468103	3.59969865300374	3.32877903095893	3.22914181799611	3.61091262432962	3.66796022881746	3.11368383207399	3.17195936942216	3.46900029595865	3.82964663487904	3.88475419634872	3.03262985192717	3.76125335497666	3.76443108693754	3.76820550179641	3.89690149766942	2.41091090546705	2.76651035717711	2.37923279049738	3.95947342648955	3.72643889011651	3.36553857433121	3.72289221232216	4.04456898088717	3.7146521629532	3.62689465268517	3.28559456537822	3.92711897098895	3.51381916766989	3.64269002098602	3.25296056347575	3.59395128394841	3.88385538177532	3.76365589830134	3.39127280827163	2.96799856411329	3.73993448903754	3.41808197795313	4.02214584287018	3.57669143000391	4.16522860677756	3.90778478936244	3.7181314342072	4.40139154480353	4.1774314981058	3.50118434207787	3.37368996746097	3.26888348153048	4.02873710324011	3.12457628367825	3.1010280907255	3.71810950925046	3.32494018098813	3.8594627274788	3.87863707055834	3.73002036060936	3.13938763303401	4.03253288150805	3.73770839085853
FAM179B|23116_calculated	1.497535726396	2.46811407158363	2.51518258275575	2.25667857904838	2.27685394524617	1.87066062667928	2.31860607450373	2.37311919576823	3.48115683528819	2.38233524253165	2.49031340030211	2.14584046237516	2.12832639914664	3.1889547270989	1.89778254466142	2.84352162536115	2.21822319715474	2.40735275114004	2.62821366956666	2.40615567439867	2.20826752896869	1.51035434081361	2.23204671335011	2.82205707313254	2.26417608755176	1.7464847615426	2.88461745633567	2.96650429832604	2.61022758954469	3.1971105147127	2.00118973271144	2.07004578817293	2.4348016741861	3.40236746161726	2.6877773773963	3.12475823225079	2.77928073544205	2.83572200197435	2.87947052508696	2.12796337812358	1.85849828266863	3.17689718284814	2.8341246351742	3.16649050838324	3.35698889179248	3.26139541519463	3.31266517355839	3.24573903242928	2.6115029105996	1.91015700383547	2.96641200896098	2.79370864249168	2.95923228945666	2.49743353443273	3.61521617065704	3.36395600371145	2.59850813368341	3.50233060171601	2.92544881144442	2.76092349030882	2.36373178254445	1.81278570886744	3.1835659121117	2.87579971818039	1.57017144803871	3.24724396967738	2.70653055253812	2.37889998887171	2.81225176527245	2.83305199188303	2.87257269537109	3.0615515688962	3.38663163288623
FAM190A|401145_calculated	0.472071799416068	1.44079277540492	0.699018518626197	1.40925514668484	0.206518201665115	0.148999162587764	0.707171362421385	0.341302652973009	1.99541215618296	0.23915359984437	0.589667623664507	1.11789447981141	0.305211776078188	1.7945198406243	0.215989154146721	0.0850166734887139	0.684728987014086	0.541217448102037	0.0368901105402659	0.749233898401897	1.32659487071889	0.225274929869569	0.563451033670668	0.757620688778619	1.022545364569	0.193834810653838	0.39011735366633	2.61847360308248	0.265196826984414	0.612965779193908	0.170053235302304	0.0453031679565721	0.786596361890807	1.38095104362585	0.4756037446846	1.39971798353103	0.0371713376446435	1.30047520135512	1.24780601821922	0.451962766205277	0.455649427316415	1.33210638698974	1.76837490676251	0.76926395662877	0.18966644665005	0.522557992870437	0.41435205632883	1.06701910600626	0.888616627068146	0.128821280650134	0.824319804876737	0.972472097776726	1.02828624307911	1.14489476425503	1.69884077020721	2.02187055243531	0.692516471010802	1.871961897355	1.41050392782298	1.8266400033688	0.952408122326442	0.585539463352677	1.66511985209397	1.73816253438864	0.1947174628936	0.974015283756472	1.20658071417854	1.02488699931318	1.39720057253339	1.64394851930283	2.48380288160849	0.0806576633452252	1.15146919750308
